New York State Department of Corrections and Community Supervision,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
"Incidents Originally Resulting in a SHU sanction - April 2022 (Dismissals Excluded, Only Guilty Rule Violations Included)",,,,,,,,,,,,
Date,Time,Facility,TIER,Guilty1,,Guilty2,,Guilty3,,TotalInfractions,Total GuiltyInfractions,OriginalSHUDays
2022-04-19,1115,Auburn,3,100.11,ASSAULT ON STAFF,118.22,UNHYGIENIC ACT,102.10,THREATS,13,13,120
2022-04-19,2135,Bare Hill,3,102.10,THREATS,107.11,HARASSMENT,,,4,2,90
2022-04-19,0810,Clinton,3,106.10,DIRECT ORDER,106.10,DIRECT ORDER,107.10,INTERFERENCE,6,5,45
2022-04-19,1530,Clinton,3,113.10,WEAPON,100.13,FIGHTING,104.11,VIOLENT CONDUCT,5,4,220
2022-04-19,2020,Clinton,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,3,120
2022-04-19,2020,Clinton,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,149
2022-04-19,2035,Clinton,3,113.10,WEAPON,113.10,WEAPON,104.11,VIOLENT CONDUCT,7,6,730
2022-04-19,1530,Clinton,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,14
2022-04-19,1650,Clinton,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,4,3,30
2022-04-19,1025,Elmira,3,101.10,SEX OFFENSE,107.10,INTERFERENCE,104.13,CREATE DISTURB,4,4,60
2022-04-19,0800,Five Points,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,15
2022-04-19,0858,Five Points,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,104.11,VIOLENT CONDUCT,9,9,90
2022-04-19,1915,Gouverneur,3,113.10,WEAPON,114.10,SMUGGLING,113.23,CONTRABAND,4,4,60
2022-04-19,0925,Great Meadow,3,100.11,ASSAULT ON STAFF,118.22,UNHYGIENIC ACT,104.11,VIOLENT CONDUCT,4,4,180
2022-04-19,1050,Great Meadow,3,118.22,UNHYGIENIC ACT,102.10,THREATS,,,4,2,60
2022-04-19,1022,Greene,3,106.10,DIRECT ORDER,107.10,INTERFERENCE,109.12,MOVEMENT VIO,3,3,7
2022-04-19,1022,Greene,3,106.10,DIRECT ORDER,107.10,INTERFERENCE,109.12,MOVEMENT VIO,3,3,15
2022-04-19,0822,Marcy,3,100.10,ASSAULT ON INMATE,113.10,WEAPON,104.11,VIOLENT CONDUCT,3,3,500
2022-04-19,2315,Mid-State,3,100.10,ASSAULT ON INMATE,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,6,6,30
"Incidents Originally Resulting in a SHU sanction - April 2022 (Dismissals Excluded, Only Guilty Rule Violations Included)",,,,,,,,,,,,
Date,Time,Facility,TIER,Guilty1,,Guilty2,,Guilty3,,TotalInfractions,Total GuiltyInfractions,OriginalSHUDays
2022-04-19,1600,Mohawk,3,102.10,THREATS,104.11,VIOLENT CONDUCT,107.11,HARASSMENT,3,3,45
2022-04-19,0830,Mohawk,3,114.10,SMUGGLING,113.23,CONTRABAND,109.10,OUT OF PLACE,3,3,60
2022-04-19,1523,Riverview,3,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,115.10,SEARCH/FRISK,4,4,60
2022-04-19,1640,Sing Sing,3,104.11,VIOLENT CONDUCT,,,,,5,1,60
2022-04-19,1105,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,45
2022-04-19,1105,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,30
2022-04-19,1105,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,112.20,DELAY COUNT,5,3,30
2022-04-19,1107,Upstate,3,106.10,DIRECT ORDER,107.10,INTERFERENCE,109.12,MOVEMENT VIO,5,4,60
2022-04-19,1107,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,112.20,DELAY COUNT,5,3,30
2022-04-19,1107,Upstate,3,106.10,DIRECT ORDER,107.10,INTERFERENCE,109.12,MOVEMENT VIO,5,4,30
2022-04-19,1107,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,30
2022-04-19,1105,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,30
2022-04-19,1107,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,30
2022-04-19,1105,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,15
2022-04-19,1107,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,15
2022-04-19,1107,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,30
2022-04-19,1107,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,30
2022-04-19,1107,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,30
2022-04-19,1105,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,30
2022-04-19,1105,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,30
2022-04-19,1107,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,30
2022-04-19,1105,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,30
2022-04-19,1107,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,30
2022-04-19,0845,Upstate,3,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,107.10,INTERFERENCE,3,3,720
2022-04-19,1107,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,90
2022-04-19,1316,Upstate,3,104.11,VIOLENT CONDUCT,,,,,2,1,15
2022-04-19,1107,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,30
2022-04-19,1105,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,109.12,MOVEMENT VIO,5,4,45
2022-04-19,1105,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,109.12,MOVEMENT VIO,5,4,90
2022-04-19,1107,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,30
2022-04-19,1107,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,30
2022-04-19,1107,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,30
2022-04-19,1105,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,90
2022-04-19,1105,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,109.12,MOVEMENT VIO,5,4,45
2022-04-19,1107,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,90
2022-04-19,1105,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,30
2022-04-19,1105,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,30
2022-04-19,1105,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,90
2022-04-19,1107,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,30
2022-04-19,1105,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,109.12,MOVEMENT VIO,5,4,90
2022-04-19,1107,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,109.12,MOVEMENT VIO,5,4,45
2022-04-19,1107,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,109.12,MOVEMENT VIO,5,4,90
2022-04-19,1107,Upstate,3,104.12,DEMONSTRATION,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,30
"Incidents Originally Resulting in a SHU sanction - April 2022 (Dismissals Excluded, Only Guilty Rule Violations Included)",,,,,,,,,,,,
Date,Time,Facility,TIER,Guilty1,,Guilty2,,Guilty3,,TotalInfractions,Total GuiltyInfractions,OriginalSHUDays
2022-04-19,0845,Upstate,3,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,270
2022-04-20,1215,Collins,3,106.10,DIRECT ORDER,107.10,INTERFERENCE,109.12,MOVEMENT VIO,3,3,7
2022-04-20,2210,Coxsackie,3,102.10,THREATS,106.10,DIRECT ORDER,107.10,INTERFERENCE,6,4,60
2022-04-20,0645,Elmira,3,100.11,ASSAULT ON STAFF,102.10,THREATS,104.11,VIOLENT CONDUCT,6,5,60
2022-04-20,0850,Elmira,3,113.10,WEAPON,114.10,SMUGGLING,,,2,2,120
2022-04-20,1150,Five Points,3,114.10,SMUGGLING,113.33,DRUG POSSES,113.23,CONTRABAND,5,3,30
2022-04-20,0800,Franklin,3,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,60
2022-04-20,1230,Gouverneur,3,102.10,THREATS,109.10,OUT OF PLACE,,,5,2,45
2022-04-20,0930,Great Meadow,3,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,107.10,INTERFERENCE,6,3,60
2022-04-20,1840,Great Meadow,3,118.10,ARSON,104.13,CREATE DISTURB,116.10,LOSS/DAMAGE PROP,3,3,15
2022-04-20,1900,Green Haven,3,113.10,WEAPON,,,,,3,1,135
2022-04-20,1300,Green Haven,3,102.10,THREATS,102.10,THREATS,107.10,INTERFERENCE,9,8,6
2022-04-20,0740,Groveland,3,102.10,THREATS,106.10,DIRECT ORDER,107.10,INTERFERENCE,6,6,48
2022-04-20,1045,Lakeview,3,113.10,WEAPON,180.11,FACIL CORRESPOND,116.10,LOSS/DAMAGE PROP,6,6,90
2022-04-20,1800,Mid-State,3,104.11,VIOLENT CONDUCT,,,,,3,1,17
2022-04-20,1320,Sing Sing,3,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,4,45
2022-04-20,1320,Sing Sing,3,113.10,WEAPON,104.11,VIOLENT CONDUCT,114.10,SMUGGLING,5,5,285
2022-04-20,0900,Sing Sing,3,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,100
2022-04-20,1500,Sullivan,3,100.11,ASSAULT ON STAFF,102.10,THREATS,104.11,VIOLENT CONDUCT,4,4,270
2022-04-20,1354,Wyoming,3,113.33,DRUG POSSES,113.23,CONTRABAND,,,2,2,60
2022-04-21,1955,Attica,3,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,4,365
2022-04-21,0940,Bare Hill,3,102.10,THREATS,104.11,VIOLENT CONDUCT,181.10,HEARING DISP,6,6,30
2022-04-21,2045,Cape Vincent,3,113.10,WEAPON,113.23,CONTRABAND,113.11,ALTERED ITEM,3,3,90
2022-04-21,1139,Elmira,3,102.10,THREATS,106.10,DIRECT ORDER,104.13,CREATE DISTURB,5,3,24
2022-04-21,0836,Fishkill,3,118.22,UNHYGIENIC ACT,106.10,DIRECT ORDER,107.11,HARASSMENT,4,3,180
2022-04-21,2130,Fishkill,3,100.10,ASSAULT ON INMATE,100.13,FIGHTING,104.11,VIOLENT CONDUCT,7,7,60
2022-04-21,1137,Five Points,3,102.10,THREATS,,,,,4,1,15
2022-04-21,1255,Great Meadow,3,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,109.12,MOVEMENT VIO,4,3,60
2022-04-21,1850,Green Haven,3,113.10,WEAPON,114.10,SMUGGLING,113.23,CONTRABAND,3,3,179
2022-04-21,1105,Greene,3,106.10,DIRECT ORDER,107.10,INTERFERENCE,109.12,MOVEMENT VIO,3,3,30
2022-04-21,1335,Lakeview,3,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,365
2022-04-21,1350,Mid-State,3,106.10,DIRECT ORDER,107.10,INTERFERENCE,109.12,MOVEMENT VIO,3,3,30
2022-04-21,2155,Sing Sing,3,113.10,WEAPON,113.23,CONTRABAND,,,2,2,200
2022-04-21,1800,Sing Sing,3,114.10,SMUGGLING,113.33,DRUG POSSES,113.23,CONTRABAND,4,3,49
2022-04-21,0625,Ulster,3,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,107.10,INTERFERENCE,3,3,49
2022-04-21,2130,Ulster,3,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,101.20,LEWD CONDUCT,6,6,49
2022-04-21,0015,Wyoming,3,102.10,THREATS,106.10,DIRECT ORDER,107.10,INTERFERENCE,4,4,40
2022-04-22,0802,Albion,3,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,107.10,INTERFERENCE,5,5,30
2022-04-22,0854,Attica,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,107.10,INTERFERENCE,4,4,119
2022-04-22,0805,Bedford Hills,3,106.10,DIRECT ORDER,106.10,DIRECT ORDER,107.10,INTERFERENCE,6,3,15
2022-04-22,0805,Bedford Hills,3,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,6,6,180
2022-04-22,1730,Cape Vincent,3,100.11,ASSAULT ON STAFF,113.10,WEAPON,104.11,VIOLENT CONDUCT,6,4,730
2022-04-22,0757,Clinton,3,105.13,GANGS,106.10,DIRECT ORDER,180.11,FACIL CORRESPOND,3,3,14
"Incidents Originally Resulting in a SHU sanction - April 2022 (Dismissals Excluded, Only Guilty Rule Violations Included)",,,,,,,,,,,,
Date,Time,Facility,TIER,Guilty1,,Guilty2,,Guilty3,,TotalInfractions,Total GuiltyInfractions,OriginalSHUDays
2022-04-22,0820,Clinton,3,113.10,WEAPON,113.23,CONTRABAND,113.11,ALTERED ITEM,3,3,150
2022-04-22,1910,Clinton,3,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,107.10,INTERFERENCE,6,5,120
2022-04-22,1530,Elmira,3,100.11,ASSAULT ON STAFF,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,10,8,90
2022-04-22,1030,Elmira,3,113.10,WEAPON,114.10,SMUGGLING,,,2,2,270
2022-04-22,0735,Franklin,3,113.10,WEAPON,114.10,SMUGGLING,113.11,ALTERED ITEM,3,3,180
2022-04-22,1421,Gouverneur,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,60
2022-04-22,1230,Great Meadow,3,100.10,ASSAULT ON INMATE,104.11,VIOLENT CONDUCT,,,4,2,365
2022-04-22,0809,Great Meadow,3,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,,,4,2,180
2022-04-22,0905,Greene,3,113.10,WEAPON,113.11,ALTERED ITEM,,,3,2,60
2022-04-22,1349,Greene,3,113.10,WEAPON,113.23,CONTRABAND,113.11,ALTERED ITEM,3,3,90
2022-04-22,1405,Mid-State,3,106.10,DIRECT ORDER,107.10,INTERFERENCE,109.12,MOVEMENT VIO,3,3,29
2022-04-22,1410,Mid-State,3,106.10,DIRECT ORDER,107.10,INTERFERENCE,109.12,MOVEMENT VIO,3,3,60
2022-04-22,1355,Mohawk,3,113.23,CONTRABAND,116.10,LOSS/DAMAGE PROP,113.11,ALTERED ITEM,3,3,5
2022-04-22,1400,Riverview,3,114.10,SMUGGLING,113.23,CONTRABAND,,,2,2,45
2022-04-22,0840,Sullivan,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,60
2022-04-22,0605,Upstate,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,90
2022-04-22,1905,Upstate,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,60
2022-04-22,1139,Upstate,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,60
2022-04-22,1905,Upstate,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,60
2022-04-23,1540,Auburn,3,113.10,WEAPON,,,,,2,1,60
2022-04-23,2248,Bare Hill,3,100.10,ASSAULT ON INMATE,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,4,210
2022-04-23,1205,Cape Vincent,3,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,107.10,INTERFERENCE,4,4,50
2022-04-23,2138,Cape Vincent,3,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,90
2022-04-23,1805,Cape Vincent,3,113.10,WEAPON,113.23,CONTRABAND,113.11,ALTERED ITEM,3,3,100
2022-04-23,1620,Cape Vincent,3,113.10,WEAPON,113.11,ALTERED ITEM,,,2,2,90
2022-04-23,2200,Cape Vincent,3,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,90
2022-04-23,1730,Cape Vincent,3,113.10,WEAPON,113.23,CONTRABAND,113.11,ALTERED ITEM,3,3,220
2022-04-23,1730,Cape Vincent,3,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,,,2,2,30
2022-04-23,1108,Cape Vincent,3,113.10,WEAPON,113.11,ALTERED ITEM,,,2,2,240
2022-04-23,1734,Cape Vincent,3,113.10,WEAPON,113.23,CONTRABAND,113.11,ALTERED ITEM,3,3,130
2022-04-23,1540,Cape Vincent,3,115.10,SEARCH/FRISK,106.10,DIRECT ORDER,107.10,INTERFERENCE,3,3,15
2022-04-23,1800,Cape Vincent,3,113.10,WEAPON,113.23,CONTRABAND,113.11,ALTERED ITEM,3,3,120
2022-04-23,0735,Cape Vincent,3,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,60
2022-04-23,1650,Cape Vincent,3,113.10,WEAPON,113.23,CONTRABAND,113.11,ALTERED ITEM,3,3,90
2022-04-23,1110,Cape Vincent,3,113.10,WEAPON,,,,,1,1,120
2022-04-23,1006,Cape Vincent,3,113.10,WEAPON,115.10,SEARCH/FRISK,106.10,DIRECT ORDER,9,7,90
2022-04-23,0821,Collins,3,100.13,FIGHTING,106.10,DIRECT ORDER,,,3,2,30
2022-04-23,0820,Collins,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,45
2022-04-23,0920,Collins,3,100.10,ASSAULT ON INMATE,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,60
2022-04-23,1320,Elmira,3,100.10,ASSAULT ON INMATE,113.10,WEAPON,100.13,FIGHTING,6,6,364
2022-04-23,1155,Five Points,3,100.10,ASSAULT ON INMATE,113.10,WEAPON,104.11,VIOLENT CONDUCT,6,4,30
2022-04-23,0735,Five Points,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,45
2022-04-23,1615,Franklin,3,113.10,WEAPON,114.10,SMUGGLING,115.10,SEARCH/FRISK,3,3,55
"Incidents Originally Resulting in a SHU sanction - April 2022 (Dismissals Excluded, Only Guilty Rule Violations Included)",,,,,,,,,,,,
Date,Time,Facility,TIER,Guilty1,,Guilty2,,Guilty3,,TotalInfractions,Total GuiltyInfractions,OriginalSHUDays
2022-04-23,0900,Great Meadow,3,100.11,ASSAULT ON STAFF,118.22,UNHYGIENIC ACT,,,2,2,200
2022-04-23,0900,Greene,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,30
2022-04-23,1540,Greene,3,113.10,WEAPON,114.10,SMUGGLING,180.10,FACIL VISITING,4,4,60
2022-04-23,0900,Greene,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,120
2022-04-23,0900,Greene,3,100.10,ASSAULT ON INMATE,100.13,FIGHTING,104.11,VIOLENT CONDUCT,5,4,60
2022-04-23,1443,Groveland,3,114.10,SMUGGLING,113.34,DRUG USE,180.10,FACIL VISITING,5,5,75
2022-04-23,1005,Sullivan,3,118.22,UNHYGIENIC ACT,102.10,THREATS,106.10,DIRECT ORDER,6,6,120
2022-04-23,1215,Upstate,3,100.13,FIGHTING,106.10,DIRECT ORDER,,,3,2,45
2022-04-23,1215,Upstate,3,100.13,FIGHTING,106.10,DIRECT ORDER,,,3,2,45
2022-04-23,1125,Wyoming,3,104.11,VIOLENT CONDUCT,115.10,SEARCH/FRISK,106.10,DIRECT ORDER,5,3,29
2022-04-24,1045,Attica,3,106.10,DIRECT ORDER,107.10,INTERFERENCE,107.11,HARASSMENT,3,3,13
2022-04-24,1030,Auburn,3,113.10,WEAPON,114.10,SMUGGLING,115.10,SEARCH/FRISK,6,4,730
2022-04-24,1036,Cape Vincent,3,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,106.10,DIRECT ORDER,5,5,40
2022-04-24,1640,Cayuga,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,40
2022-04-24,1330,Cayuga,3,102.10,THREATS,104.11,VIOLENT CONDUCT,,,2,2,30
2022-04-24,1209,Five Points,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,47
2022-04-24,1055,Green Haven,3,100.10,ASSAULT ON INMATE,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,3,3,60
2022-04-24,1735,Groveland,3,106.10,DIRECT ORDER,107.10,INTERFERENCE,109.12,MOVEMENT VIO,4,4,60
2022-04-24,0905,Mohawk,3,114.10,SMUGGLING,106.10,DIRECT ORDER,116.13,VANDAL/STEALING,5,5,60
2022-04-24,2235,Sing Sing,3,113.23,CONTRABAND,,,,,1,1,95
2022-04-24,0535,Sing Sing,3,113.10,WEAPON,113.23,CONTRABAND,113.23,CONTRABAND,3,3,270
2022-04-24,1500,Wende,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,33
2022-04-24,1010,Wende,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,4,3,2
2022-04-24,1010,Wende,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,2
2022-04-24,1500,Wende,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,33
2022-04-24,1500,Wende,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,2
2022-04-24,1945,Wende,3,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,,,3,2,2
2022-04-24,1500,Wende,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,33
2022-04-24,1500,Wende,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,33
2022-04-24,0915,Wende,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,2
2022-04-24,0915,Wende,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,2
2022-04-24,1830,Wyoming,3,113.10,WEAPON,113.23,CONTRABAND,113.11,ALTERED ITEM,3,3,729
2022-04-25,1235,Bare Hill,3,102.10,THREATS,104.13,CREATE DISTURB,107.11,HARASSMENT,6,3,23
2022-04-25,1615,Cape Vincent,3,100.11,ASSAULT ON STAFF,104.11,VIOLENT CONDUCT,115.10,SEARCH/FRISK,5,5,60
2022-04-25,1610,Cayuga,3,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,60
2022-04-25,0924,Clinton,3,105.13,GANGS,,,,,2,1,150
2022-04-25,1630,Clinton,3,100.13,FIGHTING,106.10,DIRECT ORDER,,,4,2,15
2022-04-25,1710,Clinton,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,90
2022-04-25,1530,Clinton,3,113.10,WEAPON,114.10,SMUGGLING,113.11,ALTERED ITEM,3,3,180
2022-04-25,1630,Clinton,3,100.13,FIGHTING,,,,,4,1,4
2022-04-25,1710,Clinton,3,113.10,WEAPON,100.13,FIGHTING,104.11,VIOLENT CONDUCT,6,6,365
2022-04-25,1710,Clinton,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,3,32
2022-04-25,0810,Coxsackie,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,3,3,40
"Incidents Originally Resulting in a SHU sanction - April 2022 (Dismissals Excluded, Only Guilty Rule Violations Included)",,,,,,,,,,,,
Date,Time,Facility,TIER,Guilty1,,Guilty2,,Guilty3,,TotalInfractions,Total GuiltyInfractions,OriginalSHUDays
2022-04-25,0844,Elmira,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,3,30
2022-04-25,0945,Five Points,3,100.11,ASSAULT ON STAFF,113.10,WEAPON,100.13,FIGHTING,6,6,154
2022-04-25,0750,Great Meadow,3,100.11,ASSAULT ON STAFF,118.22,UNHYGIENIC ACT,107.10,INTERFERENCE,3,3,180
2022-04-25,1215,Greene,3,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,4,4,365
2022-04-25,1624,Greene,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,104.13,CREATE DISTURB,3,3,30
2022-04-25,0655,Mid-State,3,113.10,WEAPON,113.23,CONTRABAND,113.11,ALTERED ITEM,3,3,100
2022-04-25,1254,Mohawk,3,100.13,FIGHTING,104.11,VIOLENT CONDUCT,,,2,2,18
2022-04-25,1254,Mohawk,3,100.10,ASSAULT ON INMATE,100.13,FIGHTING,104.11,VIOLENT CONDUCT,3,3,89
2022-04-25,1000,Sing Sing,3,113.10,WEAPON,,,,,1,1,15
2022-04-25,1005,Sullivan,3,101.10,SEX OFFENSE,102.10,THREATS,104.11,VIOLENT CONDUCT,11,11,365
2022-04-25,1025,Washington,3,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,4,90
2022-04-25,1330,Wende,3,113.10,WEAPON,100.13,FIGHTING,104.11,VIOLENT CONDUCT,4,4,120
2022-04-25,1745,Wyoming,3,113.10,WEAPON,113.10,WEAPON,114.10,SMUGGLING,4,4,220
2022-04-26,0835,Cape Vincent,3,102.10,THREATS,104.11,VIOLENT CONDUCT,106.10,DIRECT ORDER,5,5,90
2022-04-26,1515,Cape Vincent,3,113.10,WEAPON,105.13,GANGS,114.10,SMUGGLING,5,5,90
2022-04-26,1320,Coxsackie,3,100.13,FIGHTING,106.10,DIRECT ORDER,100.15,DISORDERLY COND,3,3,63
2022-04-26,1320,Coxsackie,3,100.11,ASSAULT ON STAFF,100.13,FIGHTING,104.11,VIOLENT CONDUCT,7,7,90
2022-04-26,1935,Elmira,3,100.10,ASSAULT ON INMATE,113.10,WEAPON,100.13,FIGHTING,9,9,270
2022-04-26,1935,Elmira,3,100.10,ASSAULT ON INMATE,100.13,FIGHTING,104.11,VIOLENT CONDUCT,6,6,180
