Unnamed: 0,Unnamed: 1,Unnamed: 2,New York State Department of Corrections and Community Supervision,Unnamed: 3,Unnamed: 4
2022-06-02,2020 Five Points,,3 100.10 ASSAULT ON INCAR INDIV 100.13 FIGHTING 104.11 VIOLENT CONDUCT 6,5.0,180
2022-06-02,2020 Five Points,,3 100.10 ASSAULT ON INCAR INDIV 113.10 WEAPON 100.13 FIGHTING 6,6.0,200
2022-06-02,915 Franklin,,3 102.10 THREATS 1,1.0,60
2022-06-02,910 Franklin,,3 113.10 WEAPON 113.11 ALTERED ITEM 3,2.0,50
2022-06-02,1045 Gouverneur,,3 102.10 THREATS 106.10 DIRECT ORDER 2,2.0,4
2022-06-02,1300 Great Meadow,,3 104.11 VIOLENT CONDUCT 104.12 DEMONSTRATION 114.10 SMUGGLING 7,7.0,60
2022-06-02,940 Greene,,3 102.10 THREATS 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 5,5.0,90
2022-06-02,1830 Greene,,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 109.12 MOVEMENT VIO 3,3.0,60
2022-06-02,925 Lakeview,,3 102.10 THREATS 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 5,4.0,13
2022-06-02,1425 Marcy,,3 118.22 UNHYGIENIC ACT 1,1.0,180
2022-06-02,1005 Marcy,,3 114.10 SMUGGLING 1,1.0,90
2022-06-02,1150 Mid-State,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 5,4.0,45
2022-06-02,1150 Mid-State,,3 100.13 FIGHTING 4,1.0,29
2022-06-02,1745 Orleans,,3 105.13 GANGS 1,1.0,15
2022-06-02,1145 Sullivan,,3 113.10 WEAPON 1,1.0,120
2022-06-02,1050 Upstate,,3 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 107.10 INTERFERENCE 3,3.0,90
2022-06-02,1210 Upstate,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 3,3.0,120
2022-06-02,1210 Upstate,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 3,3.0,60
2022-06-02,655 Washington,,3 100.10 ASSAULT ON INCAR INDIV 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 5,5.0,45
2022-06-02,2035 Wyoming,,3 100.11 ASSAULT ON STAFF 102.10 THREATS 102.10 THREATS 7,7.0,60
2022-06-03,1224 Attica,,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 109.12 MOVEMENT VIO 3,3.0,19
2022-06-03,1630 Auburn,,3 102.10 THREATS 106.10 DIRECT ORDER 107.10 INTERFERENCE 6,5.0,45
2022-06-03,1720 Bare Hill,,3 102.10 THREATS 1,1.0,16
2022-06-03,1530 Bare Hill,,3 102.10 THREATS 106.10 DIRECT ORDER 109.12 MOVEMENT VIO 3,3.0,44
2022-06-03,1437 Cayuga,,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 104.13 CREATE DISTURB 5,5.0,45
2022-06-03,1437 Cayuga,,3 118.10 ARSON 106.10 DIRECT ORDER 107.10 INTERFERENCE 6,5.0,90
2022-06-03,900 Fishkill,,3 102.10 THREATS 107.11 HARASSMENT 2,2.0,45
,,,"Disciplinary Incidents Originally Resulting in a SHU sanction - June 2022 (Dismissals Excluded, Only Guilty Rule Violations Included) As of July 1, 2022",,
Date,Time Facility,,TIER Guilty1 G1Label Guilty2 G2Label Guilty3 G3Label Total Infractions Total Guilty Infractions,,Original SHU Days
2022-06-03,1610 Five Points,,3 100.10 ASSAULT ON INCAR INDIV 113.10 WEAPON 100.13 FIGHTING 6,6.0,180
2022-06-03,1610 Five Points,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,45
2022-06-03,1250 Five Points,,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,180
2022-06-03,1715 Five Points,,3 102.10 THREATS 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 6,6.0,90
2022-06-03,1935 Franklin,,3 100.10 ASSAULT ON INCAR INDIV 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 3,3.0,176
2022-06-03,140 Franklin,,3 100.13 FIGHTING 102.10 THREATS 104.13 CREATE DISTURB 3,3.0,27
2022-06-03,747 Gouverneur,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,60
2022-06-03,1540 Great Meadow,,3 106.10 DIRECT ORDER 101.20 LEWD CONDUCT 107.10 INTERFERENCE 3,3.0,60
2022-06-03,945 Great Meadow,,3 102.10 THREATS 104.13 CREATE DISTURB 107.11 HARASSMENT 4,3.0,120
2022-06-03,1915 Great Meadow,,3 102.10 THREATS 3,1.0,33
2022-06-03,905 Green Haven,,3 118.22 UNHYGIENIC ACT 102.10 THREATS 104.11 VIOLENT CONDUCT 7,6.0,94
2022-06-03,1740 Greene,,3 113.10 WEAPON 113.23 CONTRABAND 116.10 LOSS/DAMAGE PROP 4,4.0,60
2022-06-03,800 Marcy,,3 118.10 ARSON 106.10 DIRECT ORDER 113.23 CONTRABAND 6,6.0,120
2022-06-03,2045 Marcy,,3 100.11 ASSAULT ON STAFF 113.10 WEAPON 104.11 VIOLENT CONDUCT 6,6.0,134
2022-06-03,920 Mid-State,,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 3,2.0,11
2022-06-03,1730 Orleans,,3 105.13 GANGS 1,1.0,5
2022-06-03,1207 Sullivan,,3 101.20 LEWD CONDUCT 107.11 HARASSMENT 2,2.0,60
2022-06-03,2121 Upstate,,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 5,5.0,180
2022-06-03,1226 Upstate,,3 113.10 WEAPON 100.13 FIGHTING 114.10 SMUGGLING 5,5.0,150
2022-06-03,1115 Upstate,,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 4,2.0,30
2022-06-03,2249 Washington,,3 106.10 DIRECT ORDER 104.13 CREATE DISTURB 4,2.0,4
2022-06-03,950 Wende,,3 113.10 WEAPON 114.10 SMUGGLING 113.23 CONTRABAND 4,4.0,210
