Unnamed: 0,Unnamed: 1,Unnamed: 2,New York State Department of Corrections and Community Supervision,Unnamed: 3,Unnamed: 4
2022-12-08,1012,Greene,3 104.12 DEMONSTRATION 115.10 SEARCH/FRISK 106.10 DIRECT ORDER 10,8.0,59
2022-12-08,1011,Greene,3 104.11 VIOLENT CONDUCT 104.11 VIOLENT CONDUCT 104.12 DEMONSTRATION 10,10.0,120
2022-12-08,1011,Greene,3 104.11 VIOLENT CONDUCT 104.12 DEMONSTRATION 106.10 DIRECT ORDER 5,5.0,90
2022-12-08,1011,Greene,3 104.11 VIOLENT CONDUCT 104.12 DEMONSTRATION 106.10 DIRECT ORDER 5,5.0,180
2022-12-08,710,Lakeview,3 100.11 ASSAULT ON STAFF 115.10 SEARCH/FRISK 106.10 DIRECT ORDER 4,3.0,30
2022-12-08,1045,Mohawk,3 114.10 SMUGGLING 113.23 CONTRABAND 2,2.0,60
2022-12-08,1250,Riverview,3 102.10 THREATS 106.10 DIRECT ORDER 104.13 CREATE DISTURB 3,3.0,15
2022-12-08,610,Ulster,3 100.10 ASSAULT ON INCAR INDIV 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 3,3.0,150
2022-12-08,1305,Upstate,3 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 107.10 INTERFERENCE 4,4.0,90
2022-12-08,1120,Washington,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 2,2.0,59
2022-12-08,1120,Washington,3 100.10 ASSAULT ON INCAR INDIV 113.10 WEAPON 100.13 FIGHTING 4,4.0,90
2022-12-08,1800,Wende,3 113.10 WEAPON 113.23 CONTRABAND 103.20 SOLICITING 3,3.0,90
2022-12-08,1800,Wende,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 104.11 VIOLENT CONDUCT 8,7.0,109
2022-12-09,1200,Albion,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,120
2022-12-09,1200,Albion,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,7
2022-12-09,2300,Attica,3 101.20 LEWD CONDUCT 1,1.0,29
2022-12-09,840,Auburn,3 100.13 FIGHTING 106.10 DIRECT ORDER 104.13 CREATE DISTURB 3,3.0,65
2022-12-09,1305,Bare Hill,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 115.10 SEARCH/FRISK 5,5.0,60
2022-12-09,1245,Cape Vincent,3 114.10 SMUGGLING 113.23 CONTRABAND 2,2.0,120
2022-12-09,1200,Cayuga,3 113.10 WEAPON 113.23 CONTRABAND 2,2.0,180
2022-12-09,1305,Eastern,3 113.10 WEAPON 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,270
2022-12-09,1940,Elmira,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 115.10 SEARCH/FRISK 3,3.0,60
2022-12-09,2127,Fishkill,3 100.11 ASSAULT ON STAFF 102.10 THREATS 106.10 DIRECT ORDER 5,3.0,96
2022-12-09,1110,Fishkill,3 100.11 ASSAULT ON STAFF 104.13 CREATE DISTURB 4,2.0,60
2022-12-09,1815,Fishkill,3 114.10 SMUGGLING 1,1.0,64
2022-12-09,1110,Five Points,3 100.11 ASSAULT ON STAFF 118.22 UNHYGIENIC ACT 104.11 VIOLENT CONDUCT 4,4.0,200
2022-12-09,2325,Franklin,3 102.10 THREATS 106.10 DIRECT ORDER 2,2.0,41
2022-12-09,1845,Great Meadow,3 114.10 SMUGGLING 107.10 INTERFERENCE 103.20 SOLICITING 3,3.0,55
2022-12-09,1656,Green Haven,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,95
2022-12-09,1715,Groveland,3 113.10 WEAPON 113.23 CONTRABAND 3,2.0,48
,,,"Disciplinary Incidents Originally Resulting in a SHU sanction - December 2022 (Dismissals Excluded, Only Guilty Rule Violations Included) As of January 2, 2023",,
Date,Time,Facility,TIER Guilty1 G1Label Guilty2 G2Label Guilty3 G3Label Total Infractions Total Guilty Infractions,,Original SHU Days
2022-12-09,1350,Marcy,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 4,3.0,60
2022-12-09,2310,Mid-State,3 100.11 ASSAULT ON STAFF 118.22 UNHYGIENIC ACT 2,2.0,300
2022-12-09,845,Mohawk,3 114.10 SMUGGLING 113.23 CONTRABAND 2,2.0,60
2022-12-09,910,Mohawk,3 114.10 SMUGGLING 113.23 CONTRABAND 2,2.0,120
2022-12-09,603,Mohawk,3 113.10 WEAPON 1,1.0,90
2022-12-09,720,Washington,3 113.10 WEAPON 113.23 CONTRABAND 113.11 ALTERED ITEM 3,3.0,120
2022-12-09,1740,Washington,3 100.10 ASSAULT ON INCAR INDIV 100.13 FIGHTING 104.11 VIOLENT CONDUCT 5,5.0,125
2022-12-09,730,Washington,3 113.10 WEAPON 113.10 WEAPON 105.13 GANGS 8,5.0,365
2022-12-10,1220,Auburn,3 115.10 SEARCH/FRISK 106.10 DIRECT ORDER 107.10 INTERFERENCE 3,3.0,11
2022-12-10,1145,Clinton,3 113.10 WEAPON 100.13 FIGHTING 104.11 VIOLENT CONDUCT 10,8.0,180
2022-12-10,1145,Clinton,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 4,3.0,24
2022-12-10,1030,Collins,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 109.12 MOVEMENT VIO 3,3.0,4
2022-12-10,653,Fishkill,3 100.11 ASSAULT ON STAFF 113.10 WEAPON 114.10 SMUGGLING 9,6.0,197
2022-12-10,653,Fishkill,3 106.10 DIRECT ORDER 4,1.0,5
2022-12-10,653,Fishkill,3 113.10 WEAPON 106.10 DIRECT ORDER 107.10 INTERFERENCE 6,3.0,193
2022-12-10,1155,Five Points,3 113.10 WEAPON 114.10 SMUGGLING 113.23 CONTRABAND 4,4.0,150
2022-12-10,1740,Great Meadow,3 113.10 WEAPON 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 4,3.0,365
2022-12-10,825,Green Haven,3 118.22 UNHYGIENIC ACT 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 6,6.0,90
2022-12-10,815,Greene,3 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 3,2.0,10
2022-12-10,1100,Greene,3 102.10 THREATS 106.10 DIRECT ORDER 104.13 CREATE DISTURB 5,5.0,30
2022-12-10,922,Greene,3 102.10 THREATS 104.11 VIOLENT CONDUCT 107.11 HARASSMENT 4,3.0,45
2022-12-10,1510,Groveland,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 6,6.0,180
2022-12-10,1620,Marcy,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,59
2022-12-10,1025,Marcy,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,60
2022-12-10,1423,Mohawk,3 113.10 WEAPON 100.13 FIGHTING 104.11 VIOLENT CONDUCT 6,6.0,94
2022-12-10,1600,Ulster,3 113.10 WEAPON 113.23 CONTRABAND 113.11 ALTERED ITEM 3,3.0,89
2022-12-10,1640,Ulster,3 113.10 WEAPON 113.23 CONTRABAND 113.11 ALTERED ITEM 3,3.0,89
2022-12-10,1043,Upstate,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 2,2.0,45
2022-12-10,628,Upstate,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 2,2.0,30
2022-12-10,628,Upstate,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 2,2.0,30
2022-12-10,1043,Upstate,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 2,2.0,60
2022-12-10,1640,Wende,3 113.10 WEAPON 114.10 SMUGGLING 2,2.0,150
2022-12-11,1022,Attica,3 105.13 GANGS 1,1.0,30
2022-12-11,1020,Attica,3 106.10 DIRECT ORDER 101.20 LEWD CONDUCT 107.10 INTERFERENCE 7,6.0,5
2022-12-11,845,Auburn,3 104.11 VIOLENT CONDUCT 107.10 INTERFERENCE 104.13 CREATE DISTURB 6,5.0,60
2022-12-11,1440,Bare Hill,3 102.10 THREATS 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 5,5.0,45
2022-12-11,1940,Clinton,3 113.32 ALCOLHOL/DRUG DIST 2,1.0,30
2022-12-11,1550,Clinton,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 115.10 SEARCH/FRISK 4,4.0,60
2022-12-11,740,Clinton,3 100.10 ASSAULT ON INCAR INDIV 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 3,3.0,180
2022-12-11,1950,Five Points,3 113.10 WEAPON 121.13 UNAUTH PHONE USE 113.23 CONTRABAND 6,5.0,250
2022-12-11,1330,Green Haven,3 113.10 WEAPON 114.10 SMUGGLING 114.10 SMUGGLING 9,5.0,192
2022-12-11,1205,Greene,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 5,5.0,30
2022-12-11,1714,Greene,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,120
2022-12-11,1714,Greene,3 100.13 FIGHTING 106.10 DIRECT ORDER 104.13 CREATE DISTURB 4,3.0,45
2022-12-11,1205,Greene,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,120
2022-12-11,1714,Greene,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,60
2022-12-11,1714,Greene,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,45
,,,"Disciplinary Incidents Originally Resulting in a SHU sanction - December 2022 (Dismissals Excluded, Only Guilty Rule Violations Included) As of January 2, 2023",,
Date,Time,Facility,TIER Guilty1 G1Label Guilty2 G2Label Guilty3 G3Label Total Infractions Total Guilty Infractions,,Original SHU Days
2022-12-11,1714,Greene,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,30
2022-12-11,715,Orleans,3 101.20 LEWD CONDUCT 107.11 HARASSMENT 2,2.0,45
2022-12-11,1320,Otisville,3 114.10 SMUGGLING 2,1.0,60
2022-12-11,1215,Riverview,3 114.10 SMUGGLING 113.23 CONTRABAND 2,2.0,90
2022-12-11,1139,Sullivan,3 118.22 UNHYGIENIC ACT 106.10 DIRECT ORDER 104.13 CREATE DISTURB 3,3.0,160
2022-12-11,1015,Upstate,3 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 112.22 OBSTRUCT VISIB 3,3.0,90
2022-12-11,2210,Upstate,3 100.11 ASSAULT ON STAFF 118.22 UNHYGIENIC ACT 102.10 THREATS 5,5.0,365
2022-12-12,2120,Altona,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 5,5.0,120
2022-12-12,2115,Auburn,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 4,2.0,30
2022-12-12,2115,Auburn,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,60
2022-12-12,2115,Auburn,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,60
2022-12-12,2115,Auburn,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,30
2022-12-12,2215,Cayuga,3 102.10 THREATS 106.10 DIRECT ORDER 107.10 INTERFERENCE 4,4.0,20
2022-12-12,800,Cayuga,3 102.10 THREATS 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 5,5.0,90
2022-12-12,1930,Clinton,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,90
2022-12-12,737,Fishkill,3 102.10 THREATS 106.10 DIRECT ORDER 107.11 HARASSMENT 5,3.0,90
2022-12-12,1555,Fishkill,3 113.10 WEAPON 114.10 SMUGGLING 113.23 CONTRABAND 3,3.0,30
2022-12-12,2055,Five Points,3 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 107.10 INTERFERENCE 5,5.0,7
2022-12-12,2155,Franklin,3 100.10 ASSAULT ON INCAR INDIV 103.10 BRIBERY/EXTORTION 2,2.0,90
2022-12-12,2216,Great Meadow,3 113.10 WEAPON 113.23 CONTRABAND 3,2.0,90
2022-12-12,925,Green Haven,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 3,3.0,67
2022-12-12,955,Green Haven,3 104.12 DEMONSTRATION 1,1.0,104
2022-12-12,1910,Groveland,3 102.10 THREATS 104.11 VIOLENT CONDUCT 109.11 ASSIGNED AREA 5,5.0,3
2022-12-12,912,Lakeview,3 113.10 WEAPON 113.23 CONTRABAND 2,2.0,90
2022-12-12,1440,Marcy,3 114.10 SMUGGLING 103.20 SOLICITING 2,2.0,75
2022-12-12,1510,Marcy,3 102.10 THREATS 104.11 VIOLENT CONDUCT 2,2.0,64
2022-12-12,1805,Mohawk,3 113.10 WEAPON 113.23 CONTRABAND 113.11 ALTERED ITEM 3,3.0,97
2022-12-12,1632,Mohawk,3 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 104.13 CREATE DISTURB 4,4.0,30
2022-12-12,1945,Mohawk,3 100.10 ASSAULT ON INCAR INDIV 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 3,3.0,180
2022-12-12,735,Sing Sing,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 5,3.0,60
2022-12-12,1340,Upstate,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 2,2.0,30
2022-12-12,1634,Upstate,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,30
2022-12-12,810,Upstate,3 100.11 ASSAULT ON STAFF 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 13,13.0,210
2022-12-12,1015,Upstate,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 2,2.0,75
2022-12-12,1340,Upstate,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 2,2.0,60
2022-12-12,1225,Upstate,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,30
2022-12-12,1634,Upstate,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,30
2022-12-12,1246,Wyoming,3 100.10 ASSAULT ON INCAR INDIV 113.10 WEAPON 104.11 VIOLENT CONDUCT 5,5.0,365
2022-12-13,800,Altona,3 102.10 THREATS 121.11 UNAUTH CALL 121.12 PHONE VIOLATION 5,3.0,17
2022-12-13,1950,Attica,3 100.10 ASSAULT ON INCAR INDIV 100.13 FIGHTING 104.11 VIOLENT CONDUCT 6,6.0,89
2022-12-13,1950,Attica,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 5,5.0,30
2022-12-13,1950,Attica,3 100.10 ASSAULT ON INCAR INDIV 100.13 FIGHTING 104.11 VIOLENT CONDUCT 6,6.0,59
2022-12-13,1706,Bedford Hills,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,70
2022-12-13,1705,Bedford Hills,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 4,3.0,90
2022-12-13,1706,Bedford Hills,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 4,3.0,120
2022-12-13,1710,Bedford Hills,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 107.10 INTERFERENCE 4,4.0,60
2022-12-13,1705,Bedford Hills,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,30
,,,"Disciplinary Incidents Originally Resulting in a SHU sanction - December 2022 (Dismissals Excluded, Only Guilty Rule Violations Included) As of January 2, 2023",,
Date,Time,Facility,TIER Guilty1 G1Label Guilty2 G2Label Guilty3 G3Label Total Infractions Total Guilty Infractions,,Original SHU Days
2022-12-13,1706,Bedford Hills,3 100.11 ASSAULT ON STAFF 100.13 FIGHTING 100.13 FIGHTING 7,5.0,79
2022-12-13,1706,Bedford Hills,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 5,4.0,30
2022-12-13,725,Clinton,3 114.10 SMUGGLING 1,1.0,60
2022-12-13,810,Elmira,3 100.11 ASSAULT ON STAFF 102.10 THREATS 104.11 VIOLENT CONDUCT 6,6.0,120
2022-12-13,1030,Fishkill,3 118.22 UNHYGIENIC ACT 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 7,3.0,90
2022-12-13,740,Five Points,3 113.10 WEAPON 113.23 CONTRABAND 113.11 ALTERED ITEM 3,3.0,194
2022-12-13,1238,Five Points,3 100.11 ASSAULT ON STAFF 118.22 UNHYGIENIC ACT 102.10 THREATS 5,5.0,270
2022-12-13,2310,Franklin,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 3,2.0,117
2022-12-13,2310,Franklin,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 3,2.0,113
2022-12-13,2310,Franklin,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 3,2.0,88
2022-12-13,2310,Franklin,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 3,2.0,25
2022-12-13,1800,Gouverneur,3 104.11 VIOLENT CONDUCT 107.10 INTERFERENCE 2,2.0,30
2022-12-13,1715,Great Meadow,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 5,4.0,120
2022-12-13,1550,Great Meadow,3 104.11 VIOLENT CONDUCT 107.10 INTERFERENCE 3,2.0,45
2022-12-13,1557,Great Meadow,3 113.10 WEAPON 113.23 CONTRABAND 3,2.0,269
2022-12-13,1430,Great Meadow,3 100.11 ASSAULT ON STAFF 118.22 UNHYGIENIC ACT 107.10 INTERFERENCE 4,3.0,90
2022-12-13,1705,Great Meadow,3 113.10 WEAPON 113.23 CONTRABAND 2,2.0,270
2022-12-13,1601,Great Meadow,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 3,2.0,6
2022-12-13,1525,Great Meadow,3 113.10 WEAPON 105.13 GANGS 2,2.0,190
2022-12-13,1020,Groveland,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 5,5.0,92
2022-12-13,810,Hale Creek,3 102.10 THREATS 106.10 DIRECT ORDER 106.10 DIRECT ORDER 4,4.0,10
2022-12-13,820,Orleans,3 105.13 GANGS 114.10 SMUGGLING 181.10 HEARING DISP 4,4.0,180
2022-12-13,2350,Riverview,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,60
2022-12-13,2350,Riverview,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,14
2022-12-13,925,Shawangunk,3 102.10 THREATS 1,1.0,60
2022-12-13,1355,Sullivan,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 3,3.0,60
2022-12-13,1010,Sullivan,3 113.23 CONTRABAND 113.16 UNAUTH VALUABLE 2,2.0,120
2022-12-13,905,Upstate,3 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 107.10 INTERFERENCE 5,5.0,120
2022-12-13,1700,Washington,3 100.11 ASSAULT ON STAFF 113.10 WEAPON 104.11 VIOLENT CONDUCT 4,4.0,208
2022-12-13,1245,Wyoming,3 102.10 THREATS 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 5,5.0,30
2022-12-14,215,Albion,3 118.22 UNHYGIENIC ACT 102.10 THREATS 104.11 VIOLENT CONDUCT 8,5.0,88
2022-12-14,1020,Albion,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 104.13 CREATE DISTURB 5,4.0,6
2022-12-14,850,Attica,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 107.10 INTERFERENCE 5,4.0,60
2022-12-14,1330,Attica,3 102.10 THREATS 106.10 DIRECT ORDER 107.10 INTERFERENCE 5,4.0,5
2022-12-14,850,Attica,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 107.10 INTERFERENCE 5,4.0,120
2022-12-14,1605,Clinton,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 3,2.0,90
2022-12-14,1605,Clinton,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 3,3.0,52
2022-12-14,830,Coxsackie,3 100.11 ASSAULT ON STAFF 118.22 UNHYGIENIC ACT 102.10 THREATS 8,8.0,365
2022-12-14,1215,Coxsackie,3 114.10 SMUGGLING 180.10 FACIL VISITING 113.23 CONTRABAND 4,4.0,60
2022-12-14,1100,Fishkill,3 118.10 ARSON 118.22 UNHYGIENIC ACT 102.10 THREATS 8,6.0,180
2022-12-14,845,Five Points,3 113.10 WEAPON 115.10 SEARCH/FRISK 106.10 DIRECT ORDER 4,4.0,365
2022-12-14,1605,Five Points,3 102.10 THREATS 104.11 VIOLENT CONDUCT 115.10 SEARCH/FRISK 5,5.0,60
2022-12-14,2000,Five Points,3 100.11 ASSAULT ON STAFF 118.22 UNHYGIENIC ACT 106.10 DIRECT ORDER 5,5.0,330
2022-12-14,1800,Five Points,3 105.13 GANGS 114.10 SMUGGLING 113.34 DRUG USE 4,4.0,45
2022-12-14,2310,Franklin,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 3,2.0,3
2022-12-14,1015,Great Meadow,3 113.10 WEAPON 2,1.0,90
2022-12-14,1450,Great Meadow,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 115.10 SEARCH/FRISK 5,5.0,60
,,,"Disciplinary Incidents Originally Resulting in a SHU sanction - December 2022 (Dismissals Excluded, Only Guilty Rule Violations Included) As of January 2, 2023",,
Date,Time,Facility,TIER Guilty1 G1Label Guilty2 G2Label Guilty3 G3Label Total Infractions Total Guilty Infractions,,Original SHU Days
2022-12-14,939,Great Meadow,3 113.10 WEAPON 113.23 CONTRABAND 2,2.0,180
2022-12-14,1055,Great Meadow,3 113.10 WEAPON 1,1.0,90
2022-12-14,1250,Greene,3 102.10 THREATS 107.11 HARASSMENT 2,2.0,30
2022-12-14,855,Groveland,3 106.10 DIRECT ORDER 109.10 OUT OF PLACE 3,2.0,5
2022-12-14,1830,Groveland,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 2,2.0,1
2022-12-14,2115,Groveland,3 101.22 STALKING 102.10 THREATS 2,2.0,67
2022-12-14,1230,Mid-State,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 115.10 SEARCH/FRISK 4,4.0,365
2022-12-14,1430,Mid-State,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 3,2.0,8
2022-12-14,855,Orleans,3 102.10 THREATS 104.11 VIOLENT CONDUCT 107.11 HARASSMENT 3,3.0,180
2022-12-14,1300,Orleans,3 105.13 GANGS 1,1.0,180
2022-12-14,1040,Queensboro,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 7,7.0,90
2022-12-14,900,Sullivan,3 101.10 SEX OFFENSE 101.22 STALKING 101.20 LEWD CONDUCT 4,4.0,120
2022-12-14,1830,Upstate,3 100.10 ASSAULT ON INCAR INDIV 104.11 VIOLENT CONDUCT 4,2.0,74
2022-12-14,1530,Washington,3 100.10 ASSAULT ON INCAR INDIV 104.11 VIOLENT CONDUCT 2,2.0,45
2022-12-14,1230,Woodbourne,3 114.10 SMUGGLING 113.23 CONTRABAND 2,2.0,60
2022-12-15,1245,Albion,3 114.10 SMUGGLING 113.23 CONTRABAND 2,2.0,45
2022-12-15,943,Attica,3 102.10 THREATS 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 6,6.0,365
2022-12-15,1130,Cayuga,3 113.10 WEAPON 114.10 SMUGGLING 2,2.0,270
2022-12-15,1625,Elmira,3 100.10 ASSAULT ON INCAR INDIV 100.13 FIGHTING 104.11 VIOLENT CONDUCT 5,4.0,30
2022-12-15,735,Five Points,3 100.10 ASSAULT ON INCAR INDIV 113.10 WEAPON 100.13 FIGHTING 7,7.0,180
2022-12-15,1350,Five Points,3 113.10 WEAPON 100.13 FIGHTING 104.11 VIOLENT CONDUCT 5,5.0,223
2022-12-15,1810,Five Points,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,60
2022-12-15,2150,Gouverneur,3 101.22 STALKING 107.10 INTERFERENCE 107.11 HARASSMENT 5,3.0,93
2022-12-15,1240,Gouverneur,3 113.10 WEAPON 114.10 SMUGGLING 113.23 CONTRABAND 3,3.0,270
2022-12-15,1828,Gouverneur,3 104.11 VIOLENT CONDUCT 114.10 SMUGGLING 115.10 SEARCH/FRISK 6,4.0,90
2022-12-15,1300,Great Meadow,3 100.11 ASSAULT ON STAFF 102.10 THREATS 104.11 VIOLENT CONDUCT 6,5.0,1825
2022-12-15,1236,Great Meadow,3 100.11 ASSAULT ON STAFF 4,1.0,30
2022-12-15,1329,Greene,3 114.10 SMUGGLING 113.33 DRUG POSSES 2,2.0,90
2022-12-15,1333,Greene,3 100.10 ASSAULT ON INCAR INDIV 113.10 WEAPON 104.11 VIOLENT CONDUCT 6,6.0,180
2022-12-15,2330,Groveland,3 100.10 ASSAULT ON INCAR INDIV 104.11 VIOLENT CONDUCT 2,2.0,60
2022-12-15,1300,Groveland,3 102.10 THREATS 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,30
2022-12-15,2330,Groveland,3 100.10 ASSAULT ON INCAR INDIV 104.11 VIOLENT CONDUCT 2,2.0,60
2022-12-15,2350,Hudson,3 101.22 STALKING 101.20 LEWD CONDUCT 3,2.0,60
2022-12-15,1230,Lakeview,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 104.13 CREATE DISTURB 4,4.0,7
2022-12-15,1230,Lakeview,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 109.12 MOVEMENT VIO 4,3.0,7
2022-12-15,1230,Lakeview,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 104.13 CREATE DISTURB 4,4.0,8
2022-12-15,1015,Marcy,3 105.13 GANGS 1,1.0,90
2022-12-15,1455,Marcy,3 101.10 SEX OFFENSE 101.22 STALKING 107.10 INTERFERENCE 7,4.0,60
2022-12-15,900,Mid-State,3 114.10 SMUGGLING 113.23 CONTRABAND 113.14 UNAUTH MEDIC 4,4.0,59
2022-12-15,1250,Mid-State,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 109.12 MOVEMENT VIO 3,3.0,10
2022-12-15,1530,Mohawk,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 109.12 MOVEMENT VIO 3,3.0,13
2022-12-15,930,Orleans,3 106.10 DIRECT ORDER 101.20 LEWD CONDUCT 2,2.0,29
2022-12-15,1245,Wende,3 102.10 THREATS 104.11 VIOLENT CONDUCT 2,2.0,59
2022-12-15,1215,Uncoded,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 3,2.0,90
2022-12-16,830,Albion,3 102.10 THREATS 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 3,3.0,75
2022-12-16,1015,Altona,3 102.10 THREATS 1,1.0,59
2022-12-16,937,Attica,3 113.10 WEAPON 1,1.0,179
,,,"Disciplinary Incidents Originally Resulting in a SHU sanction - December 2022 (Dismissals Excluded, Only Guilty Rule Violations Included) As of January 2, 2023",,
