time,facility,tier,date,g1,g1_label,g2,g2_label,g3,g3_label,tot_infractions,tot_g_infractions,orig_shu_days
1215,Coxsackie,3,2022-08-02,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,106.10, DIRECT ORDER ,4,4.0,60
1835,Eastern,3,2022-08-02,113.10, WEAPON ,114.10, SMUGGLING ,113.23, CONTRABAND ,3,3.0,90
940,Eastern,3,2022-08-02,102.10, THREATS ,104.11, VIOLENT CONDUCT ,107.10, INTERFERENCE ,4,4.0,39
1420,Elmira,3,2022-08-02,113.10, WEAPON ,105.13, GANGS ,113.11, ALTERED ITEM ,3,3.0,210
1115,Elmira,3,2022-08-02,113.10, WEAPON ,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,6,6.0,180
1153,Fishkill,3,2022-08-02,100.11, ASSAULT ON STAFF ,102.10, THREATS ,104.11, VIOLENT CONDUCT ,7,6.0,365
1528,Fishkill,3,2022-08-02,100.11, ASSAULT ON STAFF ,106.10, DIRECT ORDER ,109.10, OUT OF PLACE ,5,3.0,48
1515,Five Points,3,2022-08-02,100.11, ASSAULT ON STAFF ,113.10, WEAPON ,104.11, VIOLENT CONDUCT ,7,7.0,200
845,Gouverneur,3,2022-08-02,100.13, FIGHTING ,102.10, THREATS ,104.11, VIOLENT CONDUCT ,5,5.0,43
700,Great Meadow,3,2022-08-02,101.10, SEX OFFENSE ,101.22, STALKING ,180.11, FACIL CORRESPOND ,4,4.0,120
1355,Great Meadow,3,2022-08-02,113.10, WEAPON ,113.23, CONTRABAND ,113.11, ALTERED ITEM ,3,3.0,90
740,Great Meadow,3,2022-08-02,102.10, THREATS ,,,,,3,1.0,90
1000,Green Haven,3,2022-08-02,100.11, ASSAULT ON STAFF ,118.22, UNHYGIENIC ACT ,104.11, VIOLENT CONDUCT ,5,5.0,130
1045,Green Haven,3,2022-08-02,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,107.10, INTERFERENCE ,4,4.0,30
910,Greene,3,2022-08-02,100.10, ASSAULT ON INCAR INDIV ,113.10, WEAPON ,104.11, VIOLENT CONDUCT ,5,4.0,130
910,Greene,3,2022-08-02,100.10, ASSAULT ON INCAR INDIV ,113.10, WEAPON ,104.11, VIOLENT CONDUCT ,5,4.0,100
950,Groveland,3,2022-08-02,113.10, WEAPON ,113.23, CONTRABAND ,113.11, ALTERED ITEM ,3,3.0,180
1010,Groveland,3,2022-08-02,102.10, THREATS ,107.11, HARASSMENT ,116.10, LOSS/DAMAGE PROP ,3,3.0,118
930,Groveland,3,2022-08-02,113.10, WEAPON ,113.23, CONTRABAND ,113.11, ALTERED ITEM ,3,3.0,180
910,Marcy,3,2022-08-02,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,182
820,Mid-State,3,2022-08-02,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,4,4.0,120
1005,Mohawk,3,2022-08-02,102.10, THREATS ,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,5,5.0,45
1500,Upstate,3,2022-08-02,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,3.0,60
725,Upstate,3,2022-08-02,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,104.13, CREATE DISTURB ,4,4.0,60
1655,Upstate,3,2022-08-02,101.10, SEX OFFENSE ,101.20, LEWD CONDUCT ,107.10, INTERFERENCE ,3,3.0,90
1030,Upstate,3,2022-08-02,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,7,7.0,60
722,Upstate,3,2022-08-02,118.22, UNHYGIENIC ACT ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,5,4.0,30
1035,Upstate,3,2022-08-02,104.11, VIOLENT CONDUCT ,107.10, INTERFERENCE ,104.13, CREATE DISTURB ,5,5.0,90
1035,Upstate,3,2022-08-02,102.10, THREATS ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,5,5.0,90
1140,Washington,3,2022-08-02,102.10, THREATS ,106.10, DIRECT ORDER ,,,4,2.0,3
2100,Wende,3,2022-08-02,101.22, STALKING ,180.11, FACIL CORRESPOND ,103.20, SOLICITING ,3,3.0,122
2020,Wende,3,2022-08-02,105.13, GANGS ,114.10, SMUGGLING ,113.34, DRUG USE ,6,6.0,195
845,Wende,3,2022-08-02,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,101.20, LEWD CONDUCT ,5,5.0,48
900,Wende,3,2022-08-02,113.23, CONTRABAND ,,,,,1,1.0,30
1000,Albion,3,2022-08-03,100.11, ASSAULT ON STAFF ,102.10, THREATS ,104.11, VIOLENT CONDUCT ,14,14.0,363
1100,Albion,3,2022-08-03,113.33, DRUG POSSES ,113.34, DRUG USE ,180.10, FACIL VISITING ,5,5.0,75
800,Altona,3,2022-08-03,114.10, SMUGGLING ,113.34, DRUG USE ,103.20, SOLICITING ,3,3.0,120
1100,Attica,3,2022-08-03,102.10, THREATS ,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,10,10.0,179
1925,Auburn,3,2022-08-03,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,,,4,2.0,90
900,Auburn,3,2022-08-03,102.10, THREATS ,104.11, VIOLENT CONDUCT ,107.10, INTERFERENCE ,5,5.0,60
818,Cayuga,3,2022-08-03,113.23, CONTRABAND ,,,,,1,1.0,60
1825,Cayuga,3,2022-08-03,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,109.12, MOVEMENT VIO ,4,4.0,90
810,Clinton,3,2022-08-03,118.22, UNHYGIENIC ACT ,114.10, SMUGGLING ,,,4,2.0,90
1119,Coxsackie,3,2022-08-03,104.11, VIOLENT CONDUCT ,105.13, GANGS ,115.10, SEARCH/FRISK ,6,6.0,60
945,Coxsackie,3,2022-08-03,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,,,2,2.0,20
815,Coxsackie,3,2022-08-03,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,106.10, DIRECT ORDER ,4,4.0,30
1010,Coxsackie,3,2022-08-03,113.10, WEAPON ,113.11, ALTERED ITEM ,,,2,2.0,60
1140,Coxsackie,3,2022-08-03,100.11, ASSAULT ON STAFF ,100.11, ASSAULT ON STAFF ,118.22, UNHYGIENIC ACT ,4,4.0,60
1420,Coxsackie,3,2022-08-03,113.10, WEAPON ,113.10, WEAPON ,113.11, ALTERED ITEM ,4,4.0,900
810,Coxsackie,3,2022-08-03,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,4,4.0,60
810,Coxsackie,3,2022-08-03,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,5,5.0,120
1005,Coxsackie,3,2022-08-03,100.11, ASSAULT ON STAFF ,106.10, DIRECT ORDER ,,,2,2.0,120
810,Coxsackie,3,2022-08-03,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,5,5.0,365
52,Coxsackie,3,2022-08-03,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,45
1251,Coxsackie,3,2022-08-03,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,5,5.0,120
1144,Coxsackie,3,2022-08-03,118.10, ARSON ,104.13, CREATE DISTURB ,116.10, LOSS/DAMAGE PROP ,5,3.0,60
1045,Eastern,3,2022-08-03,114.10, SMUGGLING ,113.23, CONTRABAND ,113.15, UNAUTH EXCHANGE ,3,3.0,180
1015,Eastern,3,2022-08-03,114.10, SMUGGLING ,115.10, SEARCH/FRISK ,106.10, DIRECT ORDER ,7,6.0,180
1607,Elmira,3,2022-08-03,100.10, ASSAULT ON INCAR INDIV ,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,5,5.0,90
1607,Elmira,3,2022-08-03,104.11, VIOLENT CONDUCT ,104.13, CREATE DISTURB ,,,4,2.0,9
1800,Elmira,3,2022-08-03,105.13, GANGS ,,,,,1,1.0,90
1607,Elmira,3,2022-08-03,104.11, VIOLENT CONDUCT ,105.13, GANGS ,106.10, DIRECT ORDER ,7,5.0,120
1607,Elmira,3,2022-08-03,100.10, ASSAULT ON INCAR INDIV ,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,5,5.0,270
1607,Elmira,3,2022-08-03,100.10, ASSAULT ON INCAR INDIV ,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,5,5.0,120
815,Fishkill,3,2022-08-03,107.11, HARASSMENT ,,,,,6,1.0,2
813,Fishkill,3,2022-08-03,100.10, ASSAULT ON INCAR INDIV ,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,3,3.0,30
1720,Fishkill,3,2022-08-03,102.10, THREATS ,106.10, DIRECT ORDER ,116.13, VANDAL/STEALING ,7,4.0,120
1245,Fishkill,3,2022-08-03,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,104.13, CREATE DISTURB ,4,4.0,44
1145,Five Points,3,2022-08-03,113.10, WEAPON ,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,6,6.0,365
2150,Great Meadow,3,2022-08-03,118.22, UNHYGIENIC ACT ,,,,,1,1.0,90
1205,Great Meadow,3,2022-08-03,100.11, ASSAULT ON STAFF ,118.22, UNHYGIENIC ACT ,107.10, INTERFERENCE ,3,3.0,365
1257,Great Meadow,3,2022-08-03,100.10, ASSAULT ON INCAR INDIV ,113.10, WEAPON ,104.11, VIOLENT CONDUCT ,4,3.0,270
845,Great Meadow,3,2022-08-03,118.22, UNHYGIENIC ACT ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,10,7.0,300
1815,Green Haven,3,2022-08-03,100.11, ASSAULT ON STAFF ,100.11, ASSAULT ON STAFF ,100.13, FIGHTING ,15,15.0,92
930,Green Haven,3,2022-08-03,118.22, UNHYGIENIC ACT ,118.22, UNHYGIENIC ACT ,102.10, THREATS ,10,10.0,365
1358,Lakeview,3,2022-08-03,104.12, DEMONSTRATION ,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,5,4.0,90
1358,Lakeview,3,2022-08-03,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,104.12, DEMONSTRATION ,6,6.0,270
802,Marcy,3,2022-08-03,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,104.13, CREATE DISTURB ,3,3.0,60
1300,Marcy,3,2022-08-03,114.10, SMUGGLING ,113.23, CONTRABAND ,,,2,2.0,120
1625,Marcy,3,2022-08-03,118.22, UNHYGIENIC ACT ,106.10, DIRECT ORDER ,107.11, HARASSMENT ,3,3.0,45
845,Mid-State,3,2022-08-03,107.10, INTERFERENCE ,,,,,3,1.0,15
1550,Mid-State,3,2022-08-03,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,109.12, MOVEMENT VIO ,3,3.0,10
803,Orleans,3,2022-08-03,100.10, ASSAULT ON INCAR INDIV ,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,7,7.0,180
1500,Upstate,3,2022-08-03,113.10, WEAPON ,114.10, SMUGGLING ,113.23, CONTRABAND ,3,3.0,365
910,Upstate,3,2022-08-03,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,30
910,Upstate,3,2022-08-03,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,107.10, INTERFERENCE ,3,3.0,30
930,Adirondack,3,2022-08-04,102.10, THREATS ,102.10, THREATS ,104.12, DEMONSTRATION ,10,10.0,45
2320,Attica,3,2022-08-04,101.20, LEWD CONDUCT ,107.10, INTERFERENCE ,112.20, DELAY COUNT ,4,4.0,12
805,Auburn,3,2022-08-04,101.20, LEWD CONDUCT ,,,,,2,1.0,60
2320,Bare Hill,3,2022-08-04,102.10, THREATS ,106.10, DIRECT ORDER ,107.11, HARASSMENT ,4,3.0,60
1240,Collins,3,2022-08-04,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,104.13, CREATE DISTURB ,4,3.0,4
915,Coxsackie,3,2022-08-04,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,5,5.0,66
718,Coxsackie,3,2022-08-04,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,106.10, DIRECT ORDER ,6,4.0,30
845,Coxsackie,3,2022-08-04,102.10, THREATS ,,,,,2,1.0,120
1325,Coxsackie,3,2022-08-04,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,6,4.0,60
1300,Coxsackie,3,2022-08-04,104.11, VIOLENT CONDUCT ,,,,,4,1.0,9
945,Coxsackie,3,2022-08-04,101.10, SEX OFFENSE ,102.10, THREATS ,107.11, HARASSMENT ,4,3.0,365
1238,Coxsackie,3,2022-08-04,104.11, VIOLENT CONDUCT ,109.12, MOVEMENT VIO ,,,4,2.0,30
1132,Coxsackie,3,2022-08-04,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,106.10, DIRECT ORDER ,6,5.0,65
835,Coxsackie,3,2022-08-04,113.10, WEAPON ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,6,4.0,120
715,Coxsackie,3,2022-08-04,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,5,5.0,60
1215,Coxsackie,3,2022-08-04,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,106.10, DIRECT ORDER ,5,3.0,30
935,Coxsackie,3,2022-08-04,113.10, WEAPON ,114.10, SMUGGLING ,,,2,2.0,290
715,Coxsackie,3,2022-08-04,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,5,5.0,48
715,Coxsackie,3,2022-08-04,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,106.10, DIRECT ORDER ,4,4.0,30
1132,Coxsackie,3,2022-08-04,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,104.11, VIOLENT CONDUCT ,7,7.0,60
1334,Elmira,3,2022-08-04,114.10, SMUGGLING ,113.33, DRUG POSSES ,113.34, DRUG USE ,5,5.0,280
915,Elmira,3,2022-08-04,102.10, THREATS ,104.11, VIOLENT CONDUCT ,114.10, SMUGGLING ,7,6.0,200
1200,Five Points,3,2022-08-04,100.11, ASSAULT ON STAFF ,118.22, UNHYGIENIC ACT ,,,2,2.0,90
1605,Franklin,3,2022-08-04,102.10, THREATS ,106.10, DIRECT ORDER ,109.12, MOVEMENT VIO ,3,3.0,64
1200,Gouverneur,3,2022-08-04,102.10, THREATS ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,3,3.0,4
1545,Great Meadow,3,2022-08-04,114.10, SMUGGLING ,106.10, DIRECT ORDER ,116.13, VANDAL/STEALING ,7,5.0,60
845,Green Haven,3,2022-08-04,113.10, WEAPON ,,,,,2,1.0,94
605,Greene,3,2022-08-04,100.10, ASSAULT ON INCAR INDIV ,104.11, VIOLENT CONDUCT ,,,2,2.0,60
1755,Groveland,3,2022-08-04,102.10, THREATS ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,10,8.0,45
900,Mid-State,3,2022-08-04,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,,,6,2.0,8
1638,Mohawk,3,2022-08-04,100.13, FIGHTING ,102.10, THREATS ,104.11, VIOLENT CONDUCT ,7,7.0,60
1638,Mohawk,3,2022-08-04,100.13, FIGHTING ,102.10, THREATS ,104.11, VIOLENT CONDUCT ,9,6.0,45
1315,Otisville,3,2022-08-04,100.10, ASSAULT ON INCAR INDIV ,113.10, WEAPON ,100.13, FIGHTING ,5,5.0,124
930,Upstate,3,2022-08-04,102.10, THREATS ,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,3,3.0,90
915,Upstate,3,2022-08-04,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,109.12, MOVEMENT VIO ,4,3.0,30
1815,Washington,3,2022-08-04,113.10, WEAPON ,,,,,1,1.0,180
1010,Wende,3,2022-08-04,102.10, THREATS ,104.11, VIOLENT CONDUCT ,107.11, HARASSMENT ,3,3.0,180
804,Wende,3,2022-08-04,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,3,3.0,48
804,Wende,3,2022-08-04,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,3,3.0,33
804,Wende,3,2022-08-04,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,3,3.0,28
1145,Wyoming,3,2022-08-04,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,120
932,Wyoming,3,2022-08-04,114.10, SMUGGLING ,113.34, DRUG USE ,180.10, FACIL VISITING ,6,6.0,90
1145,Wyoming,3,2022-08-04,100.13, FIGHTING ,,,,,4,1.0,15
1740,Auburn,3,2022-08-05,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,6,5.0,365
1055,Cayuga,3,2022-08-05,114.10, SMUGGLING ,113.23, CONTRABAND ,113.22, PROP UNAUTH LOC ,3,3.0,15
1710,Clinton,3,2022-08-05,102.10, THREATS ,104.13, CREATE DISTURB ,107.11, HARASSMENT ,3,3.0,120
1635,Coxsackie,3,2022-08-05,102.10, THREATS ,,,,,1,1.0,60
1835,Elmira,3,2022-08-05,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,6,5.0,120
1226,Elmira,3,2022-08-05,114.10, SMUGGLING ,113.34, DRUG USE ,180.10, FACIL VISITING ,6,6.0,120
2020,Franklin,3,2022-08-05,100.10, ASSAULT ON INCAR INDIV ,,,,,1,1.0,95
735,Gouverneur,3,2022-08-05,113.10, WEAPON ,113.23, CONTRABAND ,,,2,2.0,90
1630,Green Haven,3,2022-08-05,113.10, WEAPON ,100.13, FIGHTING ,100.13, FIGHTING ,9,9.0,133
1051,Green Haven,3,2022-08-05,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,11,4.0,30
1628,Green Haven,3,2022-08-05,113.10, WEAPON ,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,7,6.0,101
1200,Greene,3,2022-08-05,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,109.12, MOVEMENT VIO ,3,3.0,30
1440,Greene,3,2022-08-05,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,104.13, CREATE DISTURB ,3,3.0,60
1935,Greene,3,2022-08-05,114.10, SMUGGLING ,106.10, DIRECT ORDER ,113.23, CONTRABAND ,4,4.0,120
1440,Greene,3,2022-08-05,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,130
845,Groveland,3,2022-08-05,100.11, ASSAULT ON STAFF ,118.22, UNHYGIENIC ACT ,102.10, THREATS ,6,6.0,270
1225,Lakeview,3,2022-08-05,102.10, THREATS ,107.11, HARASSMENT ,,,2,2.0,365
1325,Marcy,3,2022-08-05,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,106.10, DIRECT ORDER ,4,4.0,30
2350,Marcy,3,2022-08-05,113.10, WEAPON ,113.23, CONTRABAND ,,,2,2.0,185
900,Sing Sing,3,2022-08-05,100.11, ASSAULT ON STAFF ,106.10, DIRECT ORDER ,104.13, CREATE DISTURB ,3,3.0,44
1810,Ulster,3,2022-08-05,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,,,2,2.0,13
1016,Upstate,3,2022-08-05,100.13, FIGHTING ,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,4,3.0,13
1735,Upstate,3,2022-08-05,100.13, FIGHTING ,,,,,4,1.0,45
1735,Upstate,3,2022-08-05,100.13, FIGHTING ,106.10, DIRECT ORDER ,100.15, DISORDERLY COND ,4,3.0,45
2120,Upstate,3,2022-08-05,100.10, ASSAULT ON INCAR INDIV ,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,3,3.0,60
1145,Upstate,3,2022-08-05,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,60
1145,Upstate,3,2022-08-05,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,60
1503,Upstate,3,2022-08-05,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,,,2,2.0,30
1016,Upstate,3,2022-08-05,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,104.11, VIOLENT CONDUCT ,7,7.0,75
910,Washington,3,2022-08-05,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,106.10, DIRECT ORDER ,5,5.0,30
1858,Washington,3,2022-08-05,100.10, ASSAULT ON INCAR INDIV ,113.10, WEAPON ,100.13, FIGHTING ,4,4.0,204
1858,Washington,3,2022-08-05,100.10, ASSAULT ON INCAR INDIV ,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,3,3.0,30
1236,Attica,3,2022-08-06,101.10, SEX OFFENSE ,180.10, FACIL VISITING ,,,2,2.0,45
2025,Attica,3,2022-08-06,113.10, WEAPON ,,,,,1,1.0,179
2343,Cape Vincent,3,2022-08-06,100.10, ASSAULT ON INCAR INDIV ,100.11, ASSAULT ON STAFF ,102.10, THREATS ,5,5.0,90
710,Cayuga,3,2022-08-06,102.10, THREATS ,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,4,4.0,30
1315,Cayuga,3,2022-08-06,118.10, ARSON ,104.13, CREATE DISTURB ,112.22, OBSTRUCT VISIB ,4,3.0,60
2300,Cayuga,3,2022-08-06,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,112.22, OBSTRUCT VISIB ,4,4.0,45
1140,Collins,3,2022-08-06,100.13, FIGHTING ,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,5,5.0,12
1725,Coxsackie,3,2022-08-06,102.10, THREATS ,,,,,1,1.0,120
1010,Eastern,3,2022-08-06,113.10, WEAPON ,113.23, CONTRABAND ,181.10, HEARING DISP ,4,4.0,270
1510,Fishkill,3,2022-08-06,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,,,6,2.0,120
715,Five Points,3,2022-08-06,101.22, STALKING ,102.10, THREATS ,102.10, THREATS ,7,7.0,60
1220,Great Meadow,3,2022-08-06,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,90
1508,Great Meadow,3,2022-08-06,118.10, ARSON ,,,,,3,1.0,89
1540,Great Meadow,3,2022-08-06,100.11, ASSAULT ON STAFF ,102.10, THREATS ,104.11, VIOLENT CONDUCT ,7,5.0,120
1220,Great Meadow,3,2022-08-06,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,104.13, CREATE DISTURB ,4,3.0,30
2030,Groveland,3,2022-08-06,113.10, WEAPON ,114.10, SMUGGLING ,113.23, CONTRABAND ,4,4.0,270
1305,Woodbourne,3,2022-08-06,101.10, SEX OFFENSE ,101.20, LEWD CONDUCT ,180.10, FACIL VISITING ,5,5.0,92
1445,Woodbourne,3,2022-08-06,102.10, THREATS ,104.11, VIOLENT CONDUCT ,107.10, INTERFERENCE ,6,6.0,120
1925,Attica,3,2022-08-07,100.11, ASSAULT ON STAFF ,102.10, THREATS ,104.11, VIOLENT CONDUCT ,7,7.0,60
1020,Attica,3,2022-08-07,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,5,5.0,29
1020,Attica,3,2022-08-07,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,5,5.0,30
1144,Auburn,3,2022-08-07,113.10, WEAPON ,114.10, SMUGGLING ,113.11, ALTERED ITEM ,4,3.0,180
1515,Auburn,3,2022-08-07,102.10, THREATS ,107.11, HARASSMENT ,,,2,2.0,10
1645,Cayuga,3,2022-08-07,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,116.10, LOSS/DAMAGE PROP ,4,4.0,90
1650,Cayuga,3,2022-08-07,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,116.10, LOSS/DAMAGE PROP ,6,6.0,30
845,Coxsackie,3,2022-08-07,100.11, ASSAULT ON STAFF ,113.10, WEAPON ,104.11, VIOLENT CONDUCT ,5,4.0,268
910,Coxsackie,3,2022-08-07,118.22, UNHYGIENIC ACT ,104.11, VIOLENT CONDUCT ,104.11, VIOLENT CONDUCT ,11,6.0,180
1955,Eastern,3,2022-08-07,102.10, THREATS ,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,4,4.0,30
2300,Elmira,3,2022-08-07,100.11, ASSAULT ON STAFF ,118.10, ARSON ,104.11, VIOLENT CONDUCT ,6,5.0,180
1915,Fishkill,3,2022-08-07,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,,,2,2.0,30
2225,Gouverneur,3,2022-08-07,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,6,6.0,188
840,Great Meadow,3,2022-08-07,101.11, FORCIBLE TOUCHING ,106.10, DIRECT ORDER ,101.20, LEWD CONDUCT ,4,4.0,120
2115,Great Meadow,3,2022-08-07,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,5,4.0,60
1915,Great Meadow,3,2022-08-07,101.22, STALKING ,107.10, INTERFERENCE ,107.11, HARASSMENT ,4,3.0,90
1150,Great Meadow,3,2022-08-07,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,114.10, SMUGGLING ,11,8.0,178
2115,Great Meadow,3,2022-08-07,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,5,4.0,30
1705,Greene,3,2022-08-07,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,104.13, CREATE DISTURB ,4,3.0,4
1705,Greene,3,2022-08-07,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,104.13, CREATE DISTURB ,4,3.0,15
1045,Greene,3,2022-08-07,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,104.13, CREATE DISTURB ,4,4.0,15
808,Greene,3,2022-08-07,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,104.13, CREATE DISTURB ,4,3.0,30
1000,Marcy,3,2022-08-07,118.22, UNHYGIENIC ACT ,107.10, INTERFERENCE ,104.13, CREATE DISTURB ,3,3.0,180
1710,Mid-State,3,2022-08-07,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,3,3.0,89
920,Ulster,3,2022-08-07,102.10, THREATS ,106.10, DIRECT ORDER ,107.11, HARASSMENT ,4,3.0,10
35,Washington,3,2022-08-07,100.10, ASSAULT ON INCAR INDIV ,104.11, VIOLENT CONDUCT ,,,3,2.0,89
1510,Wende,3,2022-08-07,104.11, VIOLENT CONDUCT ,105.13, GANGS ,106.10, DIRECT ORDER ,6,4.0,90
1510,Wende,3,2022-08-07,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,105.13, GANGS ,6,6.0,100
1510,Wende,3,2022-08-07,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,105.13, GANGS ,6,6.0,80
1830,Auburn,3,2022-08-08,100.10, ASSAULT ON INCAR INDIV ,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,6,5.0,119
2000,Auburn,3,2022-08-08,113.10, WEAPON ,,,,,1,1.0,39
