time,facility,tier,date,g1,g1_label,g2,g2_label,g3,g3_label,tot_infractions,tot_g_infractions,orig_shu_days
915,Franklin,3,2022-06-02,102.10, THREATS ,,,,,1,1.0,60
910,Franklin,3,2022-06-02,113.10, WEAPON ,113.11, ALTERED ITEM ,,,3,2.0,50
1045,Gouverneur,3,2022-06-02,102.10, THREATS ,106.10, DIRECT ORDER ,,,2,2.0,4
1300,Great Meadow,3,2022-06-02,104.11, VIOLENT CONDUCT ,104.12, DEMONSTRATION ,114.10, SMUGGLING ,7,7.0,60
940,Greene,3,2022-06-02,102.10, THREATS ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,5,5.0,90
1830,Greene,3,2022-06-02,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,109.12, MOVEMENT VIO ,3,3.0,60
925,Lakeview,3,2022-06-02,102.10, THREATS ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,5,4.0,13
1425,Marcy,3,2022-06-02,118.22, UNHYGIENIC ACT ,,,,,1,1.0,180
1005,Marcy,3,2022-06-02,114.10, SMUGGLING ,,,,,1,1.0,90
1150,Mid-State,3,2022-06-02,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,5,4.0,45
1150,Mid-State,3,2022-06-02,100.13, FIGHTING ,,,,,4,1.0,29
1745,Orleans,3,2022-06-02,105.13, GANGS ,,,,,1,1.0,15
1145,Sullivan,3,2022-06-02,113.10, WEAPON ,,,,,1,1.0,120
1050,Upstate,3,2022-06-02,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,3,3.0,90
1210,Upstate,3,2022-06-02,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,3,3.0,120
1210,Upstate,3,2022-06-02,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,3,3.0,60
655,Washington,3,2022-06-02,100.10, ASSAULT ON INCAR INDIV ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,5,5.0,45
2035,Wyoming,3,2022-06-02,100.11, ASSAULT ON STAFF ,102.10, THREATS ,102.10, THREATS ,7,7.0,60
1224,Attica,3,2022-06-03,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,109.12, MOVEMENT VIO ,3,3.0,19
1630,Auburn,3,2022-06-03,102.10, THREATS ,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,6,5.0,45
1720,Bare Hill,3,2022-06-03,102.10, THREATS ,,,,,1,1.0,16
1530,Bare Hill,3,2022-06-03,102.10, THREATS ,106.10, DIRECT ORDER ,109.12, MOVEMENT VIO ,3,3.0,44
1437,Cayuga,3,2022-06-03,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,104.13, CREATE DISTURB ,5,5.0,45
1437,Cayuga,3,2022-06-03,118.10, ARSON ,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,6,5.0,90
900,Fishkill,3,2022-06-03,102.10, THREATS ,107.11, HARASSMENT ,,,2,2.0,45
1610,Five Points,3,2022-06-03,100.10, ASSAULT ON INCAR INDIV ,113.10, WEAPON ,100.13, FIGHTING ,6,6.0,180
1610,Five Points,3,2022-06-03,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,45
1250,Five Points,3,2022-06-03,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,180
1715,Five Points,3,2022-06-03,102.10, THREATS ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,6,6.0,90
1935,Franklin,3,2022-06-03,100.10, ASSAULT ON INCAR INDIV ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,3,3.0,176
140,Franklin,3,2022-06-03,100.13, FIGHTING ,102.10, THREATS ,104.13, CREATE DISTURB ,3,3.0,27
747,Gouverneur,3,2022-06-03,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,60
1540,Great Meadow,3,2022-06-03,106.10, DIRECT ORDER ,101.20, LEWD CONDUCT ,107.10, INTERFERENCE ,3,3.0,60
945,Great Meadow,3,2022-06-03,102.10, THREATS ,104.13, CREATE DISTURB ,107.11, HARASSMENT ,4,3.0,120
1915,Great Meadow,3,2022-06-03,102.10, THREATS ,,,,,3,1.0,33
905,Green Haven,3,2022-06-03,118.22, UNHYGIENIC ACT ,102.10, THREATS ,104.11, VIOLENT CONDUCT ,7,6.0,94
1740,Greene,3,2022-06-03,113.10, WEAPON ,113.23, CONTRABAND ,116.10, LOSS/DAMAGE PROP ,4,4.0,60
800,Marcy,3,2022-06-03,118.10, ARSON ,106.10, DIRECT ORDER ,113.23, CONTRABAND ,6,6.0,120
2045,Marcy,3,2022-06-03,100.11, ASSAULT ON STAFF ,113.10, WEAPON ,104.11, VIOLENT CONDUCT ,6,6.0,134
920,Mid-State,3,2022-06-03,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,,,3,2.0,11
1730,Orleans,3,2022-06-03,105.13, GANGS ,,,,,1,1.0,5
1207,Sullivan,3,2022-06-03,101.20, LEWD CONDUCT ,107.11, HARASSMENT ,,,2,2.0,60
2121,Upstate,3,2022-06-03,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,5,5.0,180
1226,Upstate,3,2022-06-03,113.10, WEAPON ,100.13, FIGHTING ,114.10, SMUGGLING ,5,5.0,150
1115,Upstate,3,2022-06-03,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,,,4,2.0,30
2249,Washington,3,2022-06-03,106.10, DIRECT ORDER ,104.13, CREATE DISTURB ,,,4,2.0,4
950,Wende,3,2022-06-03,113.10, WEAPON ,114.10, SMUGGLING ,113.23, CONTRABAND ,4,4.0,210
1445,Wende,3,2022-06-03,100.11, ASSAULT ON STAFF ,118.22, UNHYGIENIC ACT ,104.11, VIOLENT CONDUCT ,4,4.0,365
1105,Wyoming,3,2022-06-03,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,109.12, MOVEMENT VIO ,4,4.0,15
2050,Wyoming,3,2022-06-03,105.13, GANGS ,114.10, SMUGGLING ,113.23, CONTRABAND ,3,3.0,75
515,Auburn,3,2022-06-04,102.10, THREATS ,104.12, DEMONSTRATION ,106.10, DIRECT ORDER ,7,5.0,90
1330,Cayuga,3,2022-06-04,107.10, INTERFERENCE ,104.13, CREATE DISTURB ,107.11, HARASSMENT ,3,3.0,30
815,Clinton,3,2022-06-04,100.11, ASSAULT ON STAFF ,118.22, UNHYGIENIC ACT ,102.10, THREATS ,14,14.0,270
1040,Clinton,3,2022-06-04,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,5,5.0,60
935,Coxsackie,3,2022-06-04,113.10, WEAPON ,,,,,2,1.0,180
1616,Elmira,3,2022-06-04,113.10, WEAPON ,113.23, CONTRABAND ,,,2,2.0,365
1522,Elmira,3,2022-06-04,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,90
1522,Elmira,3,2022-06-04,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,120
1522,Elmira,3,2022-06-04,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,90
1522,Elmira,3,2022-06-04,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,30
1522,Elmira,3,2022-06-04,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,80
1522,Elmira,3,2022-06-04,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,120
1945,Elmira,3,2022-06-04,100.10, ASSAULT ON INCAR INDIV ,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,4,4.0,90
1522,Elmira,3,2022-06-04,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,104.13, CREATE DISTURB ,4,3.0,80
1522,Elmira,3,2022-06-04,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,15
1522,Elmira,3,2022-06-04,113.10, WEAPON ,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,7,6.0,180
1522,Elmira,3,2022-06-04,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,104.11, VIOLENT CONDUCT ,6,6.0,40
1522,Elmira,3,2022-06-04,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,104.13, CREATE DISTURB ,4,3.0,30
1522,Elmira,3,2022-06-04,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,61
1205,Five Points,3,2022-06-04,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,30
1205,Five Points,3,2022-06-04,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,90
820,Five Points,3,2022-06-04,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,5,4.0,545
2120,Five Points,3,2022-06-04,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,5,5.0,60
1450,Great Meadow,3,2022-06-04,101.20, LEWD CONDUCT ,,,,,2,1.0,64
2015,Great Meadow,3,2022-06-04,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,193
900,Great Meadow,3,2022-06-04,113.10, WEAPON ,114.10, SMUGGLING ,113.23, CONTRABAND ,3,3.0,365
1215,Great Meadow,3,2022-06-04,106.10, DIRECT ORDER ,101.20, LEWD CONDUCT ,107.11, HARASSMENT ,3,3.0,30
2015,Great Meadow,3,2022-06-04,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,120
1102,Great Meadow,3,2022-06-04,102.10, THREATS ,107.11, HARASSMENT ,,,2,2.0,15
2015,Great Meadow,3,2022-06-04,106.10, DIRECT ORDER ,104.13, CREATE DISTURB ,,,3,2.0,15
2110,Great Meadow,3,2022-06-04,100.13, FIGHTING ,106.10, DIRECT ORDER ,104.13, CREATE DISTURB ,4,3.0,19
300,Great Meadow,3,2022-06-04,107.11, HARASSMENT ,,,,,5,1.0,4
1606,Greene,3,2022-06-04,107.10, INTERFERENCE ,104.13, CREATE DISTURB ,107.11, HARASSMENT ,7,4.0,20
1700,Greene,3,2022-06-04,102.10, THREATS ,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,4,4.0,60
1845,Greene,3,2022-06-04,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,104.13, CREATE DISTURB ,6,4.0,20
715,Mohawk,3,2022-06-04,102.10, THREATS ,106.10, DIRECT ORDER ,181.10, HEARING DISP ,4,4.0,30
1655,Shawangunk,3,2022-06-04,101.20, LEWD CONDUCT ,107.10, INTERFERENCE ,,,3,2.0,26
750,Sing Sing,3,2022-06-04,100.10, ASSAULT ON INCAR INDIV ,113.10, WEAPON ,100.13, FIGHTING ,6,6.0,263
945,Upstate,3,2022-06-04,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,,,2,2.0,30
1516,Upstate,3,2022-06-04,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,3,3.0,65
1932,Upstate,3,2022-06-04,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,106.10, DIRECT ORDER ,5,4.0,30
1245,Upstate,3,2022-06-04,102.10, THREATS ,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,4,4.0,30
1449,Upstate,3,2022-06-04,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,3,3.0,60
915,Upstate,3,2022-06-04,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,104.13, CREATE DISTURB ,3,3.0,30
1240,Wallkill,3,2022-06-04,100.11, ASSAULT ON STAFF ,106.10, DIRECT ORDER ,,,5,2.0,33
1,Bare Hill,3,2022-06-05,100.10, ASSAULT ON INCAR INDIV ,104.11, VIOLENT CONDUCT ,,,4,2.0,165
1730,Bare Hill,3,2022-06-05,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,30
1,Bare Hill,3,2022-06-05,100.10, ASSAULT ON INCAR INDIV ,104.11, VIOLENT CONDUCT ,,,4,2.0,100
1,Bare Hill,3,2022-06-05,100.10, ASSAULT ON INCAR INDIV ,113.10, WEAPON ,104.11, VIOLENT CONDUCT ,4,3.0,180
1730,Bare Hill,3,2022-06-05,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,3.0,30
1730,Bare Hill,3,2022-06-05,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,45
1730,Bare Hill,3,2022-06-05,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,30
1730,Bare Hill,3,2022-06-05,100.10, ASSAULT ON INCAR INDIV ,113.10, WEAPON ,100.13, FIGHTING ,6,6.0,214
1948,Cape Vincent,3,2022-06-05,100.11, ASSAULT ON STAFF ,101.22, STALKING ,104.11, VIOLENT CONDUCT ,8,8.0,180
1130,Cayuga,3,2022-06-05,106.10, DIRECT ORDER ,101.20, LEWD CONDUCT ,104.13, CREATE DISTURB ,5,4.0,15
1835,Clinton,3,2022-06-05,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,90
1835,Clinton,3,2022-06-05,100.13, FIGHTING ,106.10, DIRECT ORDER ,,,4,2.0,14
825,Clinton,3,2022-06-05,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,6,5.0,120
730,Clinton,3,2022-06-05,100.11, ASSAULT ON STAFF ,100.11, ASSAULT ON STAFF ,100.13, FIGHTING ,13,12.0,120
1835,Clinton,3,2022-06-05,100.13, FIGHTING ,106.10, DIRECT ORDER ,,,4,2.0,15
900,Elmira,3,2022-06-05,113.10, WEAPON ,114.10, SMUGGLING ,,,2,2.0,270
831,Elmira,3,2022-06-05,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,89
1950,Elmira,3,2022-06-05,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,8,4.0,90
831,Elmira,3,2022-06-05,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,90
830,Elmira,3,2022-06-05,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,120
1735,Elmira,3,2022-06-05,100.10, ASSAULT ON INCAR INDIV ,104.11, VIOLENT CONDUCT ,104.13, CREATE DISTURB ,4,3.0,60
831,Elmira,3,2022-06-05,113.10, WEAPON ,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,5,5.0,180
831,Elmira,3,2022-06-05,113.10, WEAPON ,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,5,4.0,90
1255,Great Meadow,3,2022-06-05,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,180.10, FACIL VISITING ,4,4.0,60
1155,Great Meadow,3,2022-06-05,113.10, WEAPON ,113.23, CONTRABAND ,,,2,2.0,90
945,Green Haven,3,2022-06-05,111.11, POSSESS EMP PROP ,101.22, STALKING ,114.10, SMUGGLING ,7,7.0,102
1725,Marcy,3,2022-06-05,113.10, WEAPON ,113.23, CONTRABAND ,113.11, ALTERED ITEM ,3,3.0,180
1920,Marcy,3,2022-06-05,100.11, ASSAULT ON STAFF ,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,11,5.0,57
1930,Mid-State,3,2022-06-05,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,104.13, CREATE DISTURB ,5,3.0,29
1930,Mid-State,3,2022-06-05,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,107.10, INTERFERENCE ,4,4.0,48
1530,Mohawk,3,2022-06-05,102.10, THREATS ,104.11, VIOLENT CONDUCT ,114.10, SMUGGLING ,5,5.0,90
1640,Orleans,3,2022-06-05,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,104.13, CREATE DISTURB ,3,3.0,30
1640,Orleans,3,2022-06-05,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,104.13, CREATE DISTURB ,3,3.0,30
1940,Otisville,3,2022-06-05,100.10, ASSAULT ON INCAR INDIV ,104.11, VIOLENT CONDUCT ,,,2,2.0,90
1040,Sing Sing,3,2022-06-05,100.10, ASSAULT ON INCAR INDIV ,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,4,3.0,210
1100,Sullivan,3,2022-06-05,102.10, THREATS ,106.10, DIRECT ORDER ,101.20, LEWD CONDUCT ,5,5.0,60
1335,Ulster,3,2022-06-05,100.13, FIGHTING ,106.10, DIRECT ORDER ,104.13, CREATE DISTURB ,3,3.0,15
1335,Ulster,3,2022-06-05,100.13, FIGHTING ,106.10, DIRECT ORDER ,104.13, CREATE DISTURB ,3,3.0,15
1921,Upstate,3,2022-06-05,100.13, FIGHTING ,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,4,3.0,45
1921,Upstate,3,2022-06-05,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,60
1115,Wende,3,2022-06-05,102.10, THREATS ,104.11, VIOLENT CONDUCT ,,,3,2.0,90
1910,Wende,3,2022-06-05,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,62
1910,Wende,3,2022-06-05,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,2
745,Woodbourne,3,2022-06-05,100.10, ASSAULT ON INCAR INDIV ,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,4,4.0,15
1600,Attica,3,2022-06-06,113.10, WEAPON ,113.23, CONTRABAND ,113.11, ALTERED ITEM ,3,3.0,119
1405,Auburn,3,2022-06-06,102.10, THREATS ,107.10, INTERFERENCE ,104.13, CREATE DISTURB ,4,4.0,30
750,Bare Hill,3,2022-06-06,102.10, THREATS ,106.10, DIRECT ORDER ,104.13, CREATE DISTURB ,4,3.0,44
1205,Collins,3,2022-06-06,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,109.12, MOVEMENT VIO ,3,3.0,3
1625,Elmira,3,2022-06-06,113.10, WEAPON ,113.10, WEAPON ,,,2,2.0,269
1550,Elmira,3,2022-06-06,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,90
1550,Elmira,3,2022-06-06,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,90
1140,Five Points,3,2022-06-06,106.10, DIRECT ORDER ,109.15, REFUSE DBL CELLING ,107.10, INTERFERENCE ,3,3.0,30
1235,Five Points,3,2022-06-06,102.10, THREATS ,115.10, SEARCH/FRISK ,106.10, DIRECT ORDER ,5,5.0,120
2035,Franklin,3,2022-06-06,102.10, THREATS ,106.10, DIRECT ORDER ,109.12, MOVEMENT VIO ,3,3.0,29
2100,Franklin,3,2022-06-06,102.10, THREATS ,106.10, DIRECT ORDER ,109.12, MOVEMENT VIO ,3,3.0,45
1845,Great Meadow,3,2022-06-06,113.10, WEAPON ,114.10, SMUGGLING ,113.23, CONTRABAND ,3,3.0,270
1250,Great Meadow,3,2022-06-06,104.11, VIOLENT CONDUCT ,107.10, INTERFERENCE ,104.13, CREATE DISTURB ,6,5.0,90
1250,Great Meadow,3,2022-06-06,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,6,6.0,90
1215,Great Meadow,3,2022-06-06,113.10, WEAPON ,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,4,4.0,179
1915,Groveland,3,2022-06-06,113.10, WEAPON ,,,,,1,1.0,90
1510,Groveland,3,2022-06-06,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,109.10, OUT OF PLACE ,3,3.0,2
1400,Mid-State,3,2022-06-06,107.10, INTERFERENCE ,,,,,5,1.0,14
1415,Mid-State,3,2022-06-06,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,101.20, LEWD CONDUCT ,3,3.0,60
800,Mohawk,3,2022-06-06,113.10, WEAPON ,113.23, CONTRABAND ,113.11, ALTERED ITEM ,3,3.0,60
1014,Mohawk,3,2022-06-06,100.10, ASSAULT ON INCAR INDIV ,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,3,3.0,60
1014,Mohawk,3,2022-06-06,100.10, ASSAULT ON INCAR INDIV ,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,3,3.0,90
2045,Otisville,3,2022-06-06,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,104.13, CREATE DISTURB ,4,3.0,183
1755,Otisville,3,2022-06-06,113.10, WEAPON ,,,,,1,1.0,183
1745,Otisville,3,2022-06-06,113.23, CONTRABAND ,,,,,2,1.0,119
1025,Riverview,3,2022-06-06,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,8,6.0,143
1100,Sing Sing,3,2022-06-06,114.10, SMUGGLING ,113.23, CONTRABAND ,,,2,2.0,309
1135,Sullivan,3,2022-06-06,100.11, ASSAULT ON STAFF ,106.10, DIRECT ORDER ,104.13, CREATE DISTURB ,3,3.0,365
2115,Upstate,3,2022-06-06,102.10, THREATS ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,6,5.0,30
2213,Upstate,3,2022-06-06,100.13, FIGHTING ,106.10, DIRECT ORDER ,,,3,2.0,30
1145,Wende,3,2022-06-06,102.10, THREATS ,107.11, HARASSMENT ,,,3,2.0,30
1810,Wyoming,3,2022-06-06,102.10, THREATS ,104.11, VIOLENT CONDUCT ,104.13, CREATE DISTURB ,3,3.0,57
1750,Wyoming,3,2022-06-06,113.10, WEAPON ,113.23, CONTRABAND ,113.11, ALTERED ITEM ,3,3.0,277
836,Bare Hill,3,2022-06-07,102.10, THREATS ,106.10, DIRECT ORDER ,106.10, DIRECT ORDER ,10,7.0,13
1815,Cayuga,3,2022-06-07,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,104.13, CREATE DISTURB ,6,5.0,90
1900,Clinton,3,2022-06-07,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,5,5.0,100
920,Collins,3,2022-06-07,107.20, FALSE INFORMATION ,109.12, MOVEMENT VIO ,109.10, OUT OF PLACE ,5,3.0,8
1530,Coxsackie,3,2022-06-07,102.10, THREATS ,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,5,5.0,30
1400,Coxsackie,3,2022-06-07,104.13, CREATE DISTURB ,,,,,3,1.0,3
1650,Fishkill,3,2022-06-07,113.23, CONTRABAND ,113.14, UNAUTH MEDIC ,,,3,2.0,15
930,Fishkill,3,2022-06-07,100.11, ASSAULT ON STAFF ,102.10, THREATS ,104.11, VIOLENT CONDUCT ,5,5.0,120
1045,Fishkill,3,2022-06-07,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,107.10, INTERFERENCE ,5,4.0,270
1220,Five Points,3,2022-06-07,100.10, ASSAULT ON INCAR INDIV ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,5,5.0,210
850,Five Points,3,2022-06-07,100.11, ASSAULT ON STAFF ,118.22, UNHYGIENIC ACT ,,,2,2.0,120
1220,Five Points,3,2022-06-07,100.11, ASSAULT ON STAFF ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,5,5.0,365
905,Franklin,3,2022-06-07,104.11, VIOLENT CONDUCT ,115.10, SEARCH/FRISK ,106.10, DIRECT ORDER ,6,5.0,14
1920,Gouverneur,3,2022-06-07,114.10, SMUGGLING ,113.23, CONTRABAND ,,,2,2.0,124
1600,Green Haven,3,2022-06-07,101.20, LEWD CONDUCT ,107.10, INTERFERENCE ,107.11, HARASSMENT ,4,3.0,48
1025,Green Haven,3,2022-06-07,100.11, ASSAULT ON STAFF ,102.10, THREATS ,104.11, VIOLENT CONDUCT ,7,7.0,97
1320,Greene,3,2022-06-07,113.10, WEAPON ,114.10, SMUGGLING ,106.10, DIRECT ORDER ,6,6.0,60
1050,Lakeview,3,2022-06-07,118.22, UNHYGIENIC ACT ,102.10, THREATS ,104.11, VIOLENT CONDUCT ,4,4.0,200
2115,Lakeview,3,2022-06-07,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,5,4.0,90
1930,Marcy,3,2022-06-07,105.13, GANGS ,114.10, SMUGGLING ,113.34, DRUG USE ,3,3.0,90
1610,Orleans,3,2022-06-07,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,113.23, CONTRABAND ,3,3.0,89
1610,Orleans,3,2022-06-07,100.13, FIGHTING ,,,,,2,1.0,5
901,Orleans,3,2022-06-07,102.10, THREATS ,106.10, DIRECT ORDER ,109.12, MOVEMENT VIO ,4,4.0,30
825,Sing Sing,3,2022-06-07,113.10, WEAPON ,113.23, CONTRABAND ,,,2,2.0,214
855,Sing Sing,3,2022-06-07,113.10, WEAPON ,,,,,1,1.0,134
1650,Sing Sing,3,2022-06-07,113.10, WEAPON ,114.10, SMUGGLING ,,,2,2.0,295
1310,Sullivan,3,2022-06-07,102.10, THREATS ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,90
930,Sullivan,3,2022-06-07,118.22, UNHYGIENIC ACT ,104.12, DEMONSTRATION ,106.10, DIRECT ORDER ,7,7.0,120
2025,Ulster,3,2022-06-07,114.10, SMUGGLING ,113.23, CONTRABAND ,,,2,2.0,90
1136,Upstate,3,2022-06-07,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,60
1136,Upstate,3,2022-06-07,100.13, FIGHTING ,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,4,4.0,120
2025,Upstate,3,2022-06-07,104.11, VIOLENT CONDUCT ,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,4,4.0,60
1922,Upstate,3,2022-06-07,102.10, THREATS ,106.10, DIRECT ORDER ,107.10, INTERFERENCE ,5,4.0,120
608,Washington,3,2022-06-07,102.10, THREATS ,104.12, DEMONSTRATION ,106.10, DIRECT ORDER ,6,5.0,47
940,Washington,3,2022-06-07,113.10, WEAPON ,113.23, CONTRABAND ,113.11, ALTERED ITEM ,5,3.0,119
608,Washington,3,2022-06-07,102.10, THREATS ,104.12, DEMONSTRATION ,106.10, DIRECT ORDER ,6,4.0,90
608,Washington,3,2022-06-07,102.10, THREATS ,104.12, DEMONSTRATION ,106.10, DIRECT ORDER ,6,6.0,44
608,Washington,3,2022-06-07,104.12, DEMONSTRATION ,106.10, DIRECT ORDER ,107.11, HARASSMENT ,6,4.0,45
928,Washington,3,2022-06-07,113.10, WEAPON ,113.23, CONTRABAND ,113.11, ALTERED ITEM ,3,3.0,89
608,Washington,3,2022-06-07,102.10, THREATS ,104.12, DEMONSTRATION ,106.10, DIRECT ORDER ,6,6.0,45
608,Washington,3,2022-06-07,102.10, THREATS ,104.12, DEMONSTRATION ,106.10, DIRECT ORDER ,6,6.0,66
